ENTRIESn_hourly,hour,day_week,latitude,longitude,fog,rain,precipi,pressurei,tempi,wspdi
40,4,1,40.697356,-73.992888,0,0,0,29.78,68,3.5
19,8,1,40.697356,-73.992888,0,0,0,29.8,69.8,5.8
2627,12,1,40.697356,-73.992888,0,0,0,29.76,79,8.1
935,16,1,40.697356,-73.992888,0,0,0,29.76,80.1,9.2
1306,20,1,40.697356,-73.992888,0,0,0,29.79,77,0
494,0,2,40.697356,-73.992888,0,0,0,29.84,72,3.5
68,4,2,40.697356,-73.992888,0,0,0,29.86,66.9,5.8
287,8,2,40.697356,-73.992888,0,0,0,29.93,70,3.5
2355,12,2,40.697356,-73.992888,0,0,0,29.93,81,4.6
1107,16,2,40.697356,-73.992888,0,0,0,29.91,79,9.2
1347,20,2,40.697356,-73.992888,0,0,0,29.92,70,4.6
555,0,3,40.697356,-73.992888,0,0,0,29.94,66.9,4.6
74,4,3,40.697356,-73.992888,0,0,0,29.93,64.9,4.6
431,8,3,40.697356,-73.992888,1,0,0,29.95,69.1,6.9
2067,12,3,40.697356,-73.992888,1,0,0,29.91,73.9,10.4
928,16,3,40.697356,-73.992888,1,0,0,29.89,71.6,10.4
1263,20,3,40.697356,-73.992888,1,0,0,29.86,69.1,8.1
1042,0,4,40.697356,-73.992888,0,0,0,29.92,66.9,0
82,4,4,40.697356,-73.992888,0,0,0,29.95,64.4,0
85,8,4,40.697356,-73.992888,1,0,0,29.99,71.1,5.8
2138,12,4,40.697356,-73.992888,1,0,0,29.96,82,8.1
1016,16,4,40.697356,-73.992888,0,0,0,29.91,81,6.9
1255,20,4,40.697356,-73.992888,0,0,0,29.96,72,5.8
640,0,5,40.697356,-73.992888,0,0,0,29.98,71.1,0
122,4,5,40.697356,-73.992888,0,0,0,29.98,69.1,0
716,12,5,40.697356,-73.992888,0,0,0,30.02,82,4.6
937,16,5,40.697356,-73.992888,0,0,0,30.03,77,6.9
829,20,5,40.697356,-73.992888,0,0,0,30.05,72,6.9
643,0,6,40.697356,-73.992888,0,0,0,30.06,71.1,9.2
97,4,6,40.697356,-73.992888,0,0,0,30.07,68,3.5
628,12,6,40.697356,-73.992888,0,0,0,30.09,80.1,8.1
880,16,6,40.697356,-73.992888,0,0,0,30.04,80.1,5.8
821,20,6,40.697356,-73.992888,0,0,0,30.06,75.9,4.6
509,0,0,40.697356,-73.992888,0,0,0,30.07,75,6.9
88,4,0,40.697356,-73.992888,0,0,0,30.03,73,6.9
7,8,0,40.697356,-73.992888,0,0,0,30.08,71.1,6.9
471,12,0,40.697356,-73.992888,0,0,0,30.09,81,0
1031,16,0,40.697356,-73.992888,0,0,0,30.06,86,3.5
705,20,0,40.697356,-73.992888,0,0,0,30.09,84,3.5
441,0,1,40.697356,-73.992888,0,0,0,30.12,79,4.6
38,4,1,40.697356,-73.992888,0,0,0,30.14,73.9,3.5
456,8,1,40.697356,-73.992888,0,0,0,30.19,78.1,8.1
2114,12,1,40.697356,-73.992888,0,0,0,30.19,84.9,10.4
857,16,1,40.697356,-73.992888,0,0,0,30.16,81,8.1
1301,20,1,40.697356,-73.992888,0,0,0,30.17,73,4.6
405,0,6,40.690547,-73.985066,0,0,0,30.23,55,4.6
72,4,6,40.690547,-73.985066,0,0,0,30.25,52,0
14,8,6,40.690547,-73.985066,0,0,0,30.29,57.9,8.1
296,12,6,40.690547,-73.985066,0,0,0,30.28,69.1,0
825,16,6,40.690547,-73.985066,0,0,0,30.25,60.1,8.1
722,20,6,40.690547,-73.985066,0,0,0,30.28,52,6.9
159,0,0,40.690547,-73.985066,0,0,0,30.31,51.1,4.6
24,4,0,40.690547,-73.985066,0,0,0,30.26,52,8.1
63,8,0,40.690547,-73.985066,0,0,0,30.3,53.1,6.9
649,12,0,40.690547,-73.985066,0,0,0,30.24,57,8.1
1596,16,0,40.690547,-73.985066,0,0,0,30.15,61,3.5
2053,20,0,40.690547,-73.985066,0,0,0,30.15,57.9,4.6
615,0,1,40.690547,-73.985066,0,0,0,30.14,55.9,3.5
48,4,1,40.690547,-73.985066,0,0,0,30.12,55,6.9
20,8,1,40.690547,-73.985066,0,0,0,30.12,59,4.6
673,12,1,40.690547,-73.985066,0,0,0,30.07,71.1,8.1
1465,16,1,40.690547,-73.985066,0,0,0,29.97,66.9,4.6
1886,20,1,40.690547,-73.985066,0,0,0,29.95,63,9.2
804,0,2,40.690547,-73.985066,0,0,0,29.94,64,0
41,4,2,40.690547,-73.985066,0,0,0,29.91,62.1,0
63,8,2,40.690547,-73.985066,0,1,0.08,29.98,53.6,5.8
652,12,2,40.690547,-73.985066,0,1,0.03,29.96,50,4.6
1498,16,2,40.690547,-73.985066,0,0,0,29.98,48.2,5.8
1836,20,2,40.690547,-73.985066,0,0,0,30.02,50,12.7
571,0,3,40.690547,-73.985066,0,0,0,30.01,48.9,5.8
43,4,3,40.690547,-73.985066,0,0,0,29.99,46.9,4.6
712,12,3,40.690547,-73.985066,0,0,0,29.93,62.1,12.7
1515,16,3,40.690547,-73.985066,0,0,0,29.89,63,10.4
1926,20,3,40.690547,-73.985066,0,0,0,29.94,59,4.6
542,0,4,40.690547,-73.985066,0,0,0,29.97,53.1,3.5
49,4,4,40.690547,-73.985066,0,0,0,29.96,52,4.6
7,8,4,40.690547,-73.985066,0,0,0,29.99,57.9,3.5
679,12,4,40.690547,-73.985066,0,0,0,29.94,68,8.1
1654,16,4,40.690547,-73.985066,0,0,0,29.86,68,6.9
1986,20,4,40.690547,-73.985066,0,0,0,29.86,63,6.9
605,0,5,40.690547,-73.985066,0,0,0,29.87,59,4.6
142,4,5,40.690547,-73.985066,0,0,0,29.83,55.9,3.5
3,8,5,40.690547,-73.985066,0,0,0,29.86,60.1,5.8
409,12,5,40.690547,-73.985066,0,0,0,29.82,68,5.8
960,16,5,40.690547,-73.985066,0,0,0,29.81,66.9,4.6
1031,20,5,40.690547,-73.985066,0,0,0,29.86,60.1,4.6
443,0,6,40.690547,-73.985066,0,0,0,29.87,57,6.9
44,4,6,40.690547,-73.985066,0,0,0,29.88,54,6.9
247,12,6,40.690547,-73.985066,0,0,0,29.88,71.1,3.5
414,16,6,40.690547,-73.985066,0,0,0,29.85,71.1,5.8
897,20,6,40.690547,-73.985066,0,0,0,29.93,64.9,9.2
180,0,0,40.690547,-73.985066,0,0,0,29.96,59,0
44,4,0,40.690547,-73.985066,0,0,0,29.95,55.9,3.5
2,8,0,40.690547,-73.985066,0,0,0,30.01,57.9,5.8
569,12,0,40.690547,-73.985066,0,0,0,29.94,66.9,8.1
1616,16,0,40.690547,-73.985066,0,0,0,29.88,70,15
1880,20,0,40.690547,-73.985066,0,0,0,29.93,64,5.8
524,0,1,40.690547,-73.985066,0,0,0,29.94,57.9,5.8
37,4,1,40.690547,-73.985066,0,0,0,29.96,55,4.6
57,8,1,40.690547,-73.985066,0,0,0,30.01,60.1,5.8
566,12,1,40.690547,-73.985066,0,0,0,29.96,71.1,9.2
1475,16,1,40.690547,-73.985066,0,0,0,29.94,73.9,8.1
1814,20,1,40.690547,-73.985066,0,0,0,30,55.9,0
775,0,2,40.690547,-73.985066,0,0,0,30.06,54,0
10,4,2,40.690547,-73.985066,0,0,0,30.04,52,0
65,8,2,40.690547,-73.985066,0,0,0,30.09,57.9,10.4
236,12,2,40.690547,-73.985066,0,0,0,30.08,63,6.9
725,16,2,40.690547,-73.985066,0,0,0,30.05,70,8.1
1588,20,2,40.690547,-73.985066,0,0,0,30.08,61,4.6
1797,0,3,40.690547,-73.985066,0,0,0,30.08,57,0
6,4,3,40.690547,-73.985066,0,0,0,30.09,57.9,0
20,8,3,40.690547,-73.985066,0,0,0,30.08,60.1,8.1
603,12,3,40.690547,-73.985066,0,0,0,30.02,71.1,3.5
1543,16,3,40.690547,-73.985066,0,0,0,29.99,63,9.2
2018,20,3,40.690547,-73.985066,0,0,0,30.04,54,9.2
568,0,4,40.690547,-73.985066,0,0,0,30.03,52,0
31,4,4,40.690547,-73.985066,0,0,0,29.99,54,3.5
19,8,4,40.690547,-73.985066,0,0,0,29.98,57.9,0
656,12,4,40.690547,-73.985066,0,0,0,29.96,62.1,4.6
1567,16,4,40.690547,-73.985066,0,0,0,29.87,64,4.6
1768,20,4,40.690547,-73.985066,0,0,0,29.88,57.9,3.5
531,0,5,40.690547,-73.985066,0,0,0,29.87,57.9,0
64,4,5,40.690547,-73.985066,0,0,0,29.85,57.9,3.5
7,8,5,40.690547,-73.985066,0,0,0,29.89,60.8,4.6
375,12,5,40.690547,-73.985066,0,0,0,29.85,62.1,5.8
700,16,5,40.690547,-73.985066,0,0,0,29.79,62.1,9.2
1077,20,5,40.690547,-73.985066,0,0,0,29.8,59,4.6
388,0,6,40.690547,-73.985066,0,0,0,29.74,59,6.9
78,4,6,40.690547,-73.985066,0,1,0.07,29.73,59,5.8
22,8,6,40.690547,-73.985066,0,1,0.06,29.66,59,0
226,12,6,40.690547,-73.985066,0,0,0,29.63,62.6,0
609,16,6,40.690547,-73.985066,0,0,0,29.56,66.9,4.6
695,20,6,40.690547,-73.985066,0,0,0,29.62,62.6,4.6
159,0,0,40.690547,-73.985066,0,0,0,29.64,60.8,5.8
37,4,0,40.690547,-73.985066,0,0,0,29.62,62.6,6.9
57,8,0,40.690547,-73.985066,0,1,0.02,29.7,55.4,10.4
668,12,0,40.690547,-73.985066,0,0,0,29.75,61,12.7
1569,16,0,40.690547,-73.985066,0,0,0,29.76,55.9,6.9
1839,20,0,40.690547,-73.985066,0,0,0,29.82,54,12.7
486,0,1,40.690547,-73.985066,0,1,0.21,29.93,53.6,17.3
38,4,1,40.690547,-73.985066,0,1,0.21,29.93,53.6,17.3
10,8,1,40.690547,-73.985066,0,1,0.21,29.93,53.6,17.3
629,12,1,40.690547,-73.985066,0,0,0,29.91,55.9,10.4
1487,16,1,40.690547,-73.985066,0,0,0,29.93,59,8.1
1829,20,1,40.690547,-73.985066,0,0,0,29.95,57,9.2
505,4,2,40.690547,-73.985066,0,0,0.01,29.94,55.9,9.2
384,8,2,40.690547,-73.985066,0,0,0,30.01,57.2,5.8
589,12,2,40.690547,-73.985066,0,0,0,29.99,64,9.2
1634,16,2,40.690547,-73.985066,0,1,0.15,29.99,60.8,8.1
1782,20,2,40.690547,-73.985066,0,0,0,29.98,60.8,6.9
518,0,3,40.690547,-73.985066,0,1,0.06,29.98,59,6.9
29,4,3,40.690547,-73.985066,0,0,0,30,60.8,0
599,12,3,40.690547,-73.985066,0,0,0,30.01,73,3.5
1492,16,3,40.690547,-73.985066,0,0,0,30,69.8,5.8
1678,20,3,40.690547,-73.985066,0,0,0,29.97,64,5.8
749,0,4,40.690547,-73.985066,0,0,0,29.96,60.1,0
40,4,4,40.690547,-73.985066,0,0,0,29.97,57.2,0
684,12,4,40.690547,-73.985066,0,1,0.01,29.97,60.8,0
1710,16,4,40.690547,-73.985066,0,1,0.01,29.95,62.6,0
1761,20,4,40.690547,-73.985066,0,0,0,29.93,59,0
511,0,5,40.690547,-73.985066,0,0,0,29.94,57.9,0
49,4,5,40.690547,-73.985066,0,0,0,29.95,55.4,0
11,8,5,40.690547,-73.985066,0,0,0,29.96,62.1,0
273,12,5,40.690547,-73.985066,0,0,0,29.96,73,5.8
831,16,5,40.690547,-73.985066,0,0,0,29.93,73,3.5
860,20,5,40.690547,-73.985066,0,0,0,30,60.8,0
341,0,6,40.690547,-73.985066,0,0,0,30.06,57.2,0
56,4,6,40.690547,-73.985066,0,0,0,30.08,57.9,5.8
27,8,6,40.690547,-73.985066,0,0,0,30.17,57,4.6
251,12,6,40.690547,-73.985066,0,0,0,30.17,55.9,8.1
605,16,6,40.690547,-73.985066,0,0,0,30.17,55,5.8
806,20,6,40.690547,-73.985066,0,0,0,30.14,54,4.6
165,0,0,40.690547,-73.985066,0,0,0,30.14,55,5.8
23,4,0,40.690547,-73.985066,0,0,0,30.11,57,5.8
74,8,0,40.690547,-73.985066,0,0,0,30.06,60.1,6.9
546,12,0,40.690547,-73.985066,0,0,0,30.02,61,8.1
1288,16,0,40.690547,-73.985066,0,0,0,29.89,64.9,8.1
2001,20,0,40.690547,-73.985066,0,0,0,29.83,63,9.2
509,0,1,40.690547,-73.985066,0,0,0,29.81,66.2,4.6
25,4,1,40.690547,-73.985066,0,0,0,29.78,68,3.5
83,8,1,40.690547,-73.985066,0,0,0,29.8,69.8,5.8
614,12,1,40.690547,-73.985066,0,0,0,29.76,79,8.1
1561,16,1,40.690547,-73.985066,0,0,0,29.76,80.1,9.2
1781,20,1,40.690547,-73.985066,0,0,0,29.79,77,0
661,0,2,40.690547,-73.985066,0,0,0,29.84,72,3.5
36,4,2,40.690547,-73.985066,0,0,0,29.86,66.9,5.8
22,8,2,40.690547,-73.985066,0,0,0,29.93,70,3.5
667,12,2,40.690547,-73.985066,0,0,0,29.93,81,4.6
1575,16,2,40.690547,-73.985066,0,0,0,29.91,79,9.2
1882,20,2,40.690547,-73.985066,0,0,0,29.92,70,4.6
550,0,3,40.690547,-73.985066,0,0,0,29.94,66.9,4.6
28,4,3,40.690547,-73.985066,0,0,0,29.93,64.9,4.6
51,8,3,40.690547,-73.985066,1,0,0,29.95,69.1,6.9
508,12,3,40.690547,-73.985066,1,0,0,29.91,73.9,10.4
1605,16,3,40.690547,-73.985066,1,0,0,29.89,71.6,10.4
1968,20,3,40.690547,-73.985066,1,0,0,29.86,69.1,8.1
544,0,4,40.690547,-73.985066,0,0,0,29.92,66.9,0
41,4,4,40.690547,-73.985066,0,0,0,29.95,64.4,0
6,8,4,40.690547,-73.985066,1,0,0,29.99,71.1,5.8
696,12,4,40.690547,-73.985066,1,0,0,29.96,82,8.1
1765,16,4,40.690547,-73.985066,0,0,0,29.91,81,6.9
1824,20,4,40.690547,-73.985066,0,0,0,29.96,72,5.8
457,0,5,40.690547,-73.985066,0,0,0,29.98,71.1,0
60,4,5,40.690547,-73.985066,0,0,0,29.98,69.1,0
1,8,5,40.690547,-73.985066,0,0,0,30.04,73,0
260,12,5,40.690547,-73.985066,0,0,0,30.02,82,4.6
624,16,5,40.690547,-73.985066,0,0,0,30.03,77,6.9
794,20,5,40.690547,-73.985066,0,0,0,30.05,72,6.9
352,0,6,40.690547,-73.985066,0,0,0,30.06,71.1,9.2
44,4,6,40.690547,-73.985066,0,0,0,30.07,68,3.5
25,8,6,40.690547,-73.985066,1,0,0,30.12,72,5.8
201,12,6,40.690547,-73.985066,0,0,0,30.09,80.1,8.1
521,16,6,40.690547,-73.985066,0,0,0,30.04,80.1,5.8
706,20,6,40.690547,-73.985066,0,0,0,30.06,75.9,4.6
169,0,0,40.690547,-73.985066,0,0,0,30.07,75,6.9
21,4,0,40.690547,-73.985066,0,0,0,30.03,73,6.9
36,8,0,40.690547,-73.985066,0,0,0,30.08,71.1,6.9
155,12,0,40.690547,-73.985066,0,0,0,30.09,81,0
600,16,0,40.690547,-73.985066,0,0,0,30.06,86,3.5
588,20,0,40.690547,-73.985066,0,0,0,30.09,84,3.5
241,0,1,40.690547,-73.985066,0,0,0,30.12,79,4.6
28,4,1,40.690547,-73.985066,0,0,0,30.14,73.9,3.5
25,8,1,40.690547,-73.985066,0,0,0,30.19,78.1,8.1
663,12,1,40.690547,-73.985066,0,0,0,30.19,84.9,10.4
1490,16,1,40.690547,-73.985066,0,0,0,30.16,81,8.1
1746,20,1,40.690547,-73.985066,0,0,0,30.17,73,4.6
256,0,6,40.877796,-73.866341,0,0,0,30.22,55.9,3.5
44,4,6,40.877796,-73.866341,0,0,0,30.25,52,3.5
203,8,6,40.877796,-73.866341,0,0,0,30.3,55,9.2
415,12,6,40.877796,-73.866341,0,0,0,30.28,62.1,6.9
389,16,6,40.877796,-73.866341,0,0,0,30.26,57.9,15
288,20,6,40.877796,-73.866341,0,0,0,30.28,52,10.4
193,0,0,40.877796,-73.866341,0,0,0,30.31,50,6.9
43,4,0,40.877796,-73.866341,0,0,0,30.27,50,4.6
1627,8,0,40.877796,-73.866341,0,0,0,30.3,53.1,10.4
2460,12,0,40.877796,-73.866341,0,0,0,30.24,57,11.5
895,16,0,40.877796,-73.866341,0,0,0,30.16,59,11.5
719,20,0,40.877796,-73.866341,0,0,0,30.15,55.9,4.6
276,0,1,40.877796,-73.866341,0,0,0,30.13,54,4.6
55,4,1,40.877796,-73.866341,0,0,0,30.11,51.8,5.8
509,8,1,40.877796,-73.866341,0,0,0,30.12,55,8.1
3658,12,1,40.877796,-73.866341,0,0,0,30.07,60.8,9.2
969,16,1,40.877796,-73.866341,0,0,0,29.98,66,9.2
754,20,1,40.877796,-73.866341,0,0,0,29.95,62.1,11.5
300,0,2,40.877796,-73.866341,0,0,0,29.94,59,9.2
50,4,2,40.877796,-73.866341,0,0,0,29.91,60.1,0
4104,12,2,40.877796,-73.866341,0,1,0.03,29.96,51.1,11.5
913,16,2,40.877796,-73.866341,0,0,0,29.96,48,18.4
672,20,2,40.877796,-73.866341,0,0,0,30.01,50,16.1
262,0,3,40.877796,-73.866341,0,0,0,30.01,48.9,16.1
64,4,3,40.877796,-73.866341,0,0,0,29.98,48,12.7
355,8,3,40.877796,-73.866341,0,0,0,29.99,52,15
2406,12,3,40.877796,-73.866341,0,0,0,29.91,60.8,15
1815,16,3,40.877796,-73.866341,0,0,0,29.88,63,19.6
866,20,3,40.877796,-73.866341,0,0,0,29.94,57.9,12.7
236,0,4,40.877796,-73.866341,0,0,0,29.97,55,3.5
481,4,4,40.877796,-73.866341,0,0,0,29.96,52,8.1
2677,12,4,40.877796,-73.866341,0,0,0,29.94,68,16.1
2303,16,4,40.877796,-73.866341,0,0,0,29.86,66.9,16.1
867,20,4,40.877796,-73.866341,0,0,0,29.86,61,12.7
388,0,5,40.877796,-73.866341,0,0,0,29.87,59,6.9
60,4,5,40.877796,-73.866341,0,0,0,29.83,55.9,4.6
1053,12,5,40.877796,-73.866341,0,0,0,29.82,68,5.8
724,16,5,40.877796,-73.866341,0,0,0,29.8,66.9,15
542,20,5,40.877796,-73.866341,0,0,0,29.85,59,11.5
334,0,6,40.877796,-73.866341,0,0,0,29.86,57,3.5
72,4,6,40.877796,-73.866341,0,0,0,29.87,54,6.9
590,12,6,40.877796,-73.866341,0,0,0,29.88,69.1,0
451,16,6,40.877796,-73.866341,0,0,0,29.85,69.1,8.1
403,20,6,40.877796,-73.866341,0,0,0,29.92,64,6.9
272,0,0,40.877796,-73.866341,0,0,0,29.96,57.9,6.9
56,4,0,40.877796,-73.866341,0,0,0,29.94,55.9,9.2
4071,12,0,40.877796,-73.866341,0,0,0,29.94,64,17.3
951,16,0,40.877796,-73.866341,0,0,0,29.88,66.9,19.6
774,20,0,40.877796,-73.866341,0,0,0,29.92,64,12.7
298,0,1,40.877796,-73.866341,0,0,0,29.93,57.9,12.7
49,4,1,40.877796,-73.866341,0,0,0,29.96,55,9.2
2401,8,1,40.877796,-73.866341,0,0,0,30.01,60.1,11.5
1906,12,1,40.877796,-73.866341,0,0,0,29.95,66.9,13.8
953,16,1,40.877796,-73.866341,0,0,0,29.93,71.1,5.8
774,20,1,40.877796,-73.866341,0,0,0,30,55.9,8.1
309,0,2,40.877796,-73.866341,0,0,0,30.05,55,4.6
54,4,2,40.877796,-73.866341,0,0,0,30.03,55,4.6
4158,12,2,40.877796,-73.866341,0,0,0,30.08,63,12.7
797,16,2,40.877796,-73.866341,0,0,0,30.04,66.9,8.1
715,20,2,40.877796,-73.866341,0,0,0,30.07,61,6.9
283,0,3,40.877796,-73.866341,0,0,0,30.07,57,4.6
64,4,3,40.877796,-73.866341,0,0,0,30.09,55.4,0
4099,12,3,40.877796,-73.866341,0,0,0,30.02,66.9,5.8
962,16,3,40.877796,-73.866341,0,0,0,29.99,63,12.7
793,20,3,40.877796,-73.866341,0,0,0,30.03,55,10.4
316,0,4,40.877796,-73.866341,0,0,0,30.03,53.1,5.8
55,4,4,40.877796,-73.866341,0,0,0,29.98,53.6,0
3979,12,4,40.877796,-73.866341,0,0,0,29.96,62.1,6.9
1026,16,4,40.877796,-73.866341,0,0,0,29.86,64,8.1
847,20,4,40.877796,-73.866341,0,0,0,29.88,57.9,8.1
366,0,5,40.877796,-73.866341,0,0,0,29.87,57,8.1
79,4,5,40.877796,-73.866341,0,0,0,29.85,57,8.1
1115,12,5,40.877796,-73.866341,0,0,0,29.84,62.6,17.3
698,16,5,40.877796,-73.866341,0,0,0,29.8,61,12.7
525,20,5,40.877796,-73.866341,0,1,0,29.78,60.1,9.2
356,0,6,40.877796,-73.866341,0,0,0,29.74,59,6.9
71,4,6,40.877796,-73.866341,0,1,0,29.68,55.4,9.2
666,12,6,40.877796,-73.866341,0,1,0,29.61,62.6,9.2
406,16,6,40.877796,-73.866341,0,0,0,29.55,69.8,10.4
390,20,6,40.877796,-73.866341,0,0,0,29.6,62.6,10.4
245,0,0,40.877796,-73.866341,0,0,0,29.61,62.6,8.1
55,4,0,40.877796,-73.866341,0,0,0,29.61,61,5.8
331,8,0,40.877796,-73.866341,0,1,0.01,29.68,53.6,18.4
2623,12,0,40.877796,-73.866341,0,1,0,29.72,55.4,16.1
141,16,0,40.877796,-73.866341,0,1,0,29.73,53.6,15
942,20,0,40.877796,-73.866341,0,1,0,29.8,53.6,18.4
1926,0,1,40.877796,-73.866341,0,0,0,29.88,53.6,12.7
39,4,1,40.877796,-73.866341,0,1,0.02,29.89,51.8,17.3
1564,8,1,40.877796,-73.866341,0,1,0,29.91,53.6,18.4
2307,12,1,40.877796,-73.866341,0,1,0,29.91,57,15
885,16,1,40.877796,-73.866341,0,0,0,29.93,57,13.8
636,20,1,40.877796,-73.866341,0,0,0,29.95,55.9,16.1
267,0,2,40.877796,-73.866341,0,1,0.02,29.95,54,23
39,4,2,40.877796,-73.866341,0,1,0,29.93,55.4,13.8
1308,8,2,40.877796,-73.866341,0,0,0,29.99,57.2,12.7
2752,12,2,40.877796,-73.866341,0,0,0,29.99,60.1,13.8
944,16,2,40.877796,-73.866341,0,1,0.08,29.96,57.2,12.7
671,20,2,40.877796,-73.866341,0,0,0,29.95,57.2,11.5
260,0,3,40.877796,-73.866341,0,0,0,29.94,62.6,9.2
50,4,3,40.877796,-73.866341,0,0,0,29.97,57.9,6.9
629,8,3,40.877796,-73.866341,0,0,0,30.01,57.2,8.1
3372,12,3,40.877796,-73.866341,0,0,0,30.02,64.4,9.2
930,16,3,40.877796,-73.866341,0,0,0,29.96,70,12.7
792,20,3,40.877796,-73.866341,0,0,0,29.97,62.1,10.4
315,0,4,40.877796,-73.866341,0,0,0,29.96,60.8,6.9
45,4,4,40.877796,-73.866341,0,0,0,29.95,57.2,6.9
1348,8,4,40.877796,-73.866341,1,0,0,29.96,62.6,6.9
2592,12,4,40.877796,-73.866341,0,1,0.01,29.94,62.1,4.6
991,16,4,40.877796,-73.866341,0,1,0.01,29.92,62.6,0
866,20,4,40.877796,-73.866341,0,0,0,29.93,61,4.6
387,0,5,40.877796,-73.866341,0,0,0,29.94,57.9,0
46,4,5,40.877796,-73.866341,0,0,0,29.92,55,0
1188,12,5,40.877796,-73.866341,0,0,0,29.95,72,3.5
732,16,5,40.877796,-73.866341,0,0,0,29.92,72,11.5
556,20,5,40.877796,-73.866341,1,0,0,29.98,62.1,8.1
317,0,6,40.877796,-73.866341,0,0,0,30.04,57,0
80,4,6,40.877796,-73.866341,0,0,0,30.08,55.9,6.9
19,8,6,40.877796,-73.866341,0,1,0,30.16,57,6.9
679,12,6,40.877796,-73.866341,0,1,0,30.17,55.9,9.2
462,16,6,40.877796,-73.866341,0,0,0,30.17,55.9,10.4
436,20,6,40.877796,-73.866341,0,0,0,30.14,54,10.4
243,0,0,40.877796,-73.866341,0,0,0,30.14,55.4,8.1
62,4,0,40.877796,-73.866341,0,0,0,30.11,55.4,4.6
4025,12,0,40.877796,-73.866341,0,0,0,30.04,60.8,5.8
929,16,0,40.877796,-73.866341,0,0,0,29.92,62.6,11.5
681,20,0,40.877796,-73.866341,0,0,0,29.83,63,15
278,0,1,40.877796,-73.866341,0,0,0,29.8,64.4,8.1
57,4,1,40.877796,-73.866341,0,0,0,29.77,64.4,6.9
2280,8,1,40.877796,-73.866341,1,0,0,29.77,73.4,10.4
1811,12,1,40.877796,-73.866341,0,0,0,29.75,80.1,8.1
944,16,1,40.877796,-73.866341,0,0,0,29.76,81,13.8
801,20,1,40.877796,-73.866341,0,0,0,29.79,78.1,9.2
286,0,2,40.877796,-73.866341,0,0,0,29.83,73,0
43,4,2,40.877796,-73.866341,0,0,0,29.86,64,5.8
782,8,2,40.877796,-73.866341,0,0,0,29.92,71.1,4.6
3458,12,2,40.877796,-73.866341,0,0,0,29.92,79,4.6
1012,16,2,40.877796,-73.866341,0,0,0,29.9,79,15
815,20,2,40.877796,-73.866341,0,0,0,29.92,72,12.7
285,0,3,40.877796,-73.866341,0,0,0,29.94,66,9.2
45,4,3,40.877796,-73.866341,0,0,0,29.93,62.1,6.9
797,8,3,40.877796,-73.866341,1,0,0,29.95,64.4,5.8
3281,12,3,40.877796,-73.866341,0,0,0,29.93,71.6,12.7
991,16,3,40.877796,-73.866341,1,0,0,29.87,71.6,13.8
834,20,3,40.877796,-73.866341,0,0,0,29.85,69.1,9.2
331,0,4,40.877796,-73.866341,0,0,0,29.91,66.9,8.1
66,4,4,40.877796,-73.866341,0,0,0,29.93,64,0
3740,12,4,40.877796,-73.866341,0,0,0,29.95,78.1,6.9
1058,16,4,40.877796,-73.866341,0,0,0,29.91,79,12.7
946,20,4,40.877796,-73.866341,0,0,0,29.94,71.1,10.4
438,0,5,40.877796,-73.866341,0,0,0,29.98,70,9.2
66,4,5,40.877796,-73.866341,0,0,0,29.98,66.9,4.6
998,12,5,40.877796,-73.866341,0,0,0,30.02,82,13.8
771,16,5,40.877796,-73.866341,0,0,0,30.02,75.9,18.4
587,20,5,40.877796,-73.866341,0,0,0,30.04,71.1,11.5
461,0,6,40.877796,-73.866341,0,0,0,30.07,69.1,8.1
112,4,6,40.877796,-73.866341,0,0,0,30.07,66,5.8
667,12,6,40.877796,-73.866341,0,0,0,30.09,79,11.5
540,16,6,40.877796,-73.866341,0,0,0,30.04,79,18.4
433,20,6,40.877796,-73.866341,0,0,0,30.06,75.9,5.8
323,0,0,40.877796,-73.866341,0,0,0,30.07,75.9,11.5
69,4,0,40.877796,-73.866341,0,0,0,30.02,73,6.9
796,12,0,40.877796,-73.866341,0,0,0,30.08,81,4.6
703,16,0,40.877796,-73.866341,0,0,0,30.05,86,9.2
510,20,0,40.877796,-73.866341,0,0,0,30.08,82,6.9
369,0,1,40.877796,-73.866341,0,0,0,30.12,78.1,5.8
70,4,1,40.877796,-73.866341,0,0,0,30.13,73,3.5
2274,8,1,40.877796,-73.866341,0,0,0,30.19,73.9,6.9
1606,12,1,40.877796,-73.866341,0,0,0,30.2,81,11.5
893,16,1,40.877796,-73.866341,0,0,0,30.15,82.9,9.2
765,20,1,40.877796,-73.866341,0,0,0,30.16,73.9,9.2
196,0,6,40.707222,-74.013391,0,0,0,30.23,55,4.6
46,4,6,40.707222,-74.013391,0,0,0,30.25,52,0
15,8,6,40.707222,-74.013391,0,0,0,30.29,57.9,8.1
313,12,6,40.707222,-74.013391,0,0,0,30.28,69.1,0
628,16,6,40.707222,-74.013391,0,0,0,30.25,60.1,8.1
636,20,6,40.707222,-74.013391,0,0,0,30.28,52,6.9
106,0,0,40.707222,-74.013391,0,0,0,30.31,51.1,4.6
19,4,0,40.707222,-74.013391,0,0,0,30.26,52,8.1
287,8,0,40.707222,-74.013391,0,0,0,30.3,53.1,6.9
1596,12,0,40.707222,-74.013391,0,0,0,30.24,57,8.1
1791,16,0,40.707222,-74.013391,0,0,0,30.15,61,3.5
4089,20,0,40.707222,-74.013391,0,0,0,30.15,57.9,4.6
504,0,1,40.707222,-74.013391,0,0,0,30.14,55.9,3.5
