ENTRIESn_hourly,hour,day_week,weekday,latitude,longitude,fog,rain,meanprecipi,meanpressurei,meantempi,meanwspdi
3809,16,0,1,40.761675,-73.983908,0,0,0,30.235,55.35,5.966666667
11450,20,0,1,40.761675,-73.983908,0,0,0,30.235,55.35,5.966666667
2789,0,1,1,40.761675,-73.983908,0,0,0,30.06166667,61.81666667,6.15
502,4,1,1,40.761675,-73.983908,0,0,0,30.06166667,61.81666667,6.15
404,8,1,1,40.761675,-73.983908,0,0,0,30.06166667,61.81666667,6.15
2696,12,1,1,40.761675,-73.983908,0,0,0,30.06166667,61.81666667,6.15
3344,16,1,1,40.761675,-73.983908,0,0,0,30.06166667,61.81666667,6.15
10304,20,1,1,40.761675,-73.983908,0,0,0,30.06166667,61.81666667,6.15
4960,0,2,1,40.761675,-73.983908,0,0,0.018333333,29.965,54.65,4.816666667
2272,4,2,1,40.761675,-73.983908,0,0,0.018333333,29.965,54.65,4.816666667
386,8,2,1,40.761675,-73.983908,0,1,0.018333333,29.965,54.65,4.816666667
2851,12,2,1,40.761675,-73.983908,0,1,0.018333333,29.965,54.65,4.816666667
4456,16,2,1,40.761675,-73.983908,0,0,0.018333333,29.965,54.65,4.816666667
12648,20,2,1,40.761675,-73.983908,0,0,0.018333333,29.965,54.65,4.816666667
4174,0,3,1,40.761675,-73.983908,0,0,0,29.95666667,55.31666667,7.7
576,4,3,1,40.761675,-73.983908,0,0,0,29.95666667,55.31666667,7.7
318,8,3,1,40.761675,-73.983908,0,0,0,29.95666667,55.31666667,7.7
2866,12,3,1,40.761675,-73.983908,0,0,0,29.95666667,55.31666667,7.7
4270,16,3,1,40.761675,-73.983908,0,0,0,29.95666667,55.31666667,7.7
12182,20,3,1,40.761675,-73.983908,0,0,0,29.95666667,55.31666667,7.7
4828,0,4,1,40.761675,-73.983908,0,0,0,29.93,60.33333333,5.583333333
862,4,4,1,40.761675,-73.983908,0,0,0,29.93,60.33333333,5.583333333
32,8,4,1,40.761675,-73.983908,0,0,0,29.93,60.33333333,5.583333333
2254,12,4,1,40.761675,-73.983908,0,0,0,29.93,60.33333333,5.583333333
5916,16,4,1,40.761675,-73.983908,0,0,0,29.93,60.33333333,5.583333333
11116,20,4,1,40.761675,-73.983908,0,0,0,29.93,60.33333333,5.583333333
3789,0,5,0,40.761675,-73.983908,0,0,0,29.84166667,61.66666667,4.816666667
897,4,5,0,40.761675,-73.983908,0,0,0,29.84166667,61.66666667,4.816666667
41,8,5,0,40.761675,-73.983908,0,0,0,29.84166667,61.66666667,4.816666667
2098,12,5,0,40.761675,-73.983908,0,0,0,29.84166667,61.66666667,4.816666667
2457,16,5,0,40.761675,-73.983908,0,0,0,29.84166667,61.66666667,4.816666667
3388,20,5,0,40.761675,-73.983908,0,0,0,29.84166667,61.66666667,4.816666667
2625,0,6,0,40.761675,-73.983908,0,0,0,29.885,62.85,6.15
729,4,6,0,40.761675,-73.983908,0,0,0,29.885,62.85,6.15
229,8,6,0,40.761675,-73.983908,0,0,0,29.885,62.85,6.15
1428,12,6,0,40.761675,-73.983908,0,0,0,29.885,62.85,6.15
2027,16,6,0,40.761675,-73.983908,0,0,0,29.885,62.85,6.15
2891,20,6,0,40.761675,-73.983908,0,0,0,29.885,62.85,6.15
1731,0,0,1,40.761675,-73.983908,0,0,0,29.945,62.28333333,6.366666667
320,4,0,1,40.761675,-73.983908,0,0,0,29.945,62.28333333,6.366666667
464,8,0,1,40.761675,-73.983908,0,0,0,29.945,62.28333333,6.366666667
2574,12,0,1,40.761675,-73.983908,0,0,0,29.945,62.28333333,6.366666667
3823,16,0,1,40.761675,-73.983908,0,0,0,29.945,62.28333333,6.366666667
10774,20,0,1,40.761675,-73.983908,0,0,0,29.945,62.28333333,6.366666667
2929,0,1,1,40.761675,-73.983908,0,0,0,29.96833333,62.31666667,5.583333333
490,4,1,1,40.761675,-73.983908,0,0,0,29.96833333,62.31666667,5.583333333
284,8,1,1,40.761675,-73.983908,0,0,0,29.96833333,62.31666667,5.583333333
2438,12,1,1,40.761675,-73.983908,0,0,0,29.96833333,62.31666667,5.583333333
2093,16,1,1,40.761675,-73.983908,0,0,0,29.96833333,62.31666667,5.583333333
5853,20,1,1,40.761675,-73.983908,0,0,0,29.96833333,62.31666667,5.583333333
7621,0,2,1,40.761675,-73.983908,0,0,0,30.06666667,59.65,5
2346,4,2,1,40.761675,-73.983908,0,0,0,30.06666667,59.65,5
1620,8,2,1,40.761675,-73.983908,0,0,0,30.06666667,59.65,5
2932,12,2,1,40.761675,-73.983908,0,0,0,30.06666667,59.65,5
4329,16,2,1,40.761675,-73.983908,0,0,0,30.06666667,59.65,5
11923,20,2,1,40.761675,-73.983908,0,0,0,30.06666667,59.65,5
3988,0,3,1,40.761675,-73.983908,0,0,0,30.05,60.51666667,5
596,4,3,1,40.761675,-73.983908,0,0,0,30.05,60.51666667,5
460,8,3,1,40.761675,-73.983908,0,0,0,30.05,60.51666667,5
2901,12,3,1,40.761675,-73.983908,0,0,0,30.05,60.51666667,5
4369,16,3,1,40.761675,-73.983908,0,0,0,30.05,60.51666667,5
11668,20,3,1,40.761675,-73.983908,0,0,0,30.05,60.51666667,5
4199,0,4,1,40.761675,-73.983908,0,0,0,29.95166667,57.98333333,2.7
693,4,4,1,40.761675,-73.983908,0,0,0,29.95166667,57.98333333,2.7
196,8,4,1,40.761675,-73.983908,0,0,0,29.95166667,57.98333333,2.7
3260,12,4,1,40.761675,-73.983908,0,0,0,29.95166667,57.98333333,2.7
4666,16,4,1,40.761675,-73.983908,0,0,0,29.95166667,57.98333333,2.7
10923,20,4,1,40.761675,-73.983908,0,0,0,29.95166667,57.98333333,2.7
4129,0,5,0,40.761675,-73.983908,0,0,0,29.84166667,59.96666667,4.616666667
917,4,5,0,40.761675,-73.983908,0,0,0,29.84166667,59.96666667,4.616666667
202,8,5,0,40.761675,-73.983908,0,0,0,29.84166667,59.96666667,4.616666667
1794,12,5,0,40.761675,-73.983908,0,0,0,29.84166667,59.96666667,4.616666667
2741,16,5,0,40.761675,-73.983908,0,0,0,29.84166667,59.96666667,4.616666667
4360,20,5,0,40.761675,-73.983908,0,0,0,29.84166667,59.96666667,4.616666667
3397,0,6,0,40.761675,-73.983908,0,0,0.021666667,29.65666667,61.51666667,3.65
1043,4,6,0,40.761675,-73.983908,0,1,0.021666667,29.65666667,61.51666667,3.65
128,8,6,0,40.761675,-73.983908,0,1,0.021666667,29.65666667,61.51666667,3.65
1472,12,6,0,40.761675,-73.983908,0,0,0.021666667,29.65666667,61.51666667,3.65
2470,16,6,0,40.761675,-73.983908,0,0,0.021666667,29.65666667,61.51666667,3.65
3795,20,6,0,40.761675,-73.983908,0,0,0.021666667,29.65666667,61.51666667,3.65
1959,0,0,1,40.761675,-73.983908,0,0,0.003333333,29.715,58.28333333,9.233333333
436,4,0,1,40.761675,-73.983908,0,0,0.003333333,29.715,58.28333333,9.233333333
358,8,0,1,40.761675,-73.983908,0,1,0.003333333,29.715,58.28333333,9.233333333
2722,12,0,1,40.761675,-73.983908,0,0,0.003333333,29.715,58.28333333,9.233333333
4526,16,0,1,40.761675,-73.983908,0,0,0.003333333,29.715,58.28333333,9.233333333
12001,20,0,1,40.761675,-73.983908,0,0,0.003333333,29.715,58.28333333,9.233333333
3170,0,1,1,40.761675,-73.983908,0,1,0.105,29.93,55.45,13.26666667
546,4,1,1,40.761675,-73.983908,0,1,0.105,29.93,55.45,13.26666667
496,8,1,1,40.761675,-73.983908,0,1,0.105,29.93,55.45,13.26666667
2608,12,1,1,40.761675,-73.983908,0,0,0.105,29.93,55.45,13.26666667
4753,16,1,1,40.761675,-73.983908,0,0,0.105,29.93,55.45,13.26666667
10989,20,1,1,40.761675,-73.983908,0,0,0.105,29.93,55.45,13.26666667
5601,0,2,1,40.761675,-73.983908,0,1,0.03,29.98,58.71666667,9.416666667
545,4,2,1,40.761675,-73.983908,0,0,0.03,29.98,58.71666667,9.416666667
347,8,2,1,40.761675,-73.983908,0,0,0.03,29.98,58.71666667,9.416666667
3059,12,2,1,40.761675,-73.983908,0,0,0.03,29.98,58.71666667,9.416666667
4715,16,2,1,40.761675,-73.983908,0,1,0.03,29.98,58.71666667,9.416666667
13095,20,2,1,40.761675,-73.983908,0,0,0.03,29.98,58.71666667,9.416666667
4266,0,3,1,40.761675,-73.983908,0,1,0.01,30,64.86666667,4.433333333
534,4,3,1,40.761675,-73.983908,0,0,0.01,30,64.86666667,4.433333333
353,8,3,1,40.761675,-73.983908,0,0,0.01,30,64.86666667,4.433333333
3072,12,3,1,40.761675,-73.983908,0,0,0.01,30,64.86666667,4.433333333
4394,16,3,1,40.761675,-73.983908,0,0,0.01,30,64.86666667,4.433333333
12147,20,3,1,40.761675,-73.983908,0,0,0.01,30,64.86666667,4.433333333
4601,0,4,1,40.761675,-73.983908,0,0,0.003333333,29.96166667,60.08333333,0
782,4,4,1,40.761675,-73.983908,0,0,0.003333333,29.96166667,60.08333333,0
374,8,4,1,40.761675,-73.983908,0,0,0.003333333,29.96166667,60.08333333,0
848,12,4,1,40.761675,-73.983908,0,1,0.003333333,29.96166667,60.08333333,0
2910,16,4,1,40.761675,-73.983908,0,1,0.003333333,29.96166667,60.08333333,0
9465,20,4,1,40.761675,-73.983908,0,0,0.003333333,29.96166667,60.08333333,0
10019,0,5,0,40.761675,-73.983908,0,0,0,29.95666667,63.7,1.55
982,4,5,0,40.761675,-73.983908,0,0,0,29.95666667,63.7,1.55
256,8,5,0,40.761675,-73.983908,0,0,0,29.95666667,63.7,1.55
1788,12,5,0,40.761675,-73.983908,0,0,0,29.95666667,63.7,1.55
2432,16,5,0,40.761675,-73.983908,0,0,0,29.95666667,63.7,1.55
3589,20,5,0,40.761675,-73.983908,0,0,0,29.95666667,63.7,1.55
2815,0,6,0,40.761675,-73.983908,0,0,0,30.13166667,56.16666667,4.816666667
844,4,6,0,40.761675,-73.983908,0,0,0,30.13166667,56.16666667,4.816666667
232,8,6,0,40.761675,-73.983908,0,0,0,30.13166667,56.16666667,4.816666667
1435,12,6,0,40.761675,-73.983908,0,0,0,30.13166667,56.16666667,4.816666667
2247,16,6,0,40.761675,-73.983908,0,0,0,30.13166667,56.16666667,4.816666667
3383,20,6,0,40.761675,-73.983908,0,0,0,30.13166667,56.16666667,4.816666667
1896,0,0,1,40.761675,-73.983908,0,0,0,30.00833333,60.16666667,7.316666667
372,4,0,1,40.761675,-73.983908,0,0,0,30.00833333,60.16666667,7.316666667
253,8,0,1,40.761675,-73.983908,0,0,0,30.00833333,60.16666667,7.316666667
2923,12,0,1,40.761675,-73.983908,0,0,0,30.00833333,60.16666667,7.316666667
4081,16,0,1,40.761675,-73.983908,0,0,0,30.00833333,60.16666667,7.316666667
11563,20,0,1,40.761675,-73.983908,0,0,0,30.00833333,60.16666667,7.316666667
3118,0,1,1,40.761675,-73.983908,0,0,0,29.78333333,73.35,5.2
522,4,1,1,40.761675,-73.983908,0,0,0,29.78333333,73.35,5.2
425,8,1,1,40.761675,-73.983908,0,0,0,29.78333333,73.35,5.2
3011,12,1,1,40.761675,-73.983908,0,0,0,29.78333333,73.35,5.2
4264,16,1,1,40.761675,-73.983908,0,0,0,29.78333333,73.35,5.2
11535,20,1,1,40.761675,-73.983908,0,0,0,29.78333333,73.35,5.2
4322,0,2,1,40.761675,-73.983908,0,0,0,29.89833333,73.15,5.2
601,4,2,1,40.761675,-73.983908,0,0,0,29.89833333,73.15,5.2
516,8,2,1,40.761675,-73.983908,0,0,0,29.89833333,73.15,5.2
2701,12,2,1,40.761675,-73.983908,0,0,0,29.89833333,73.15,5.2
4725,16,2,1,40.761675,-73.983908,0,0,0,29.89833333,73.15,5.2
12146,20,2,1,40.761675,-73.983908,0,0,0,29.89833333,73.15,5.2
4381,0,3,1,40.761675,-73.983908,0,0,0,29.91333333,69.25,7.5
737,4,3,1,40.761675,-73.983908,0,0,0,29.91333333,69.25,7.5
517,8,3,1,40.761675,-73.983908,1,0,0,29.91333333,69.25,7.5
2856,12,3,1,40.761675,-73.983908,1,0,0,29.91333333,69.25,7.5
4614,16,3,1,40.761675,-73.983908,1,0,0,29.91333333,69.25,7.5
11346,20,3,1,40.761675,-73.983908,1,0,0,29.91333333,69.25,7.5
4169,0,4,1,40.761675,-73.983908,0,0,0,29.94833333,72.9,4.433333333
781,4,4,1,40.761675,-73.983908,0,0,0,29.94833333,72.9,4.433333333
187,8,4,1,40.761675,-73.983908,1,0,0,29.94833333,72.9,4.433333333
3127,12,4,1,40.761675,-73.983908,1,0,0,29.94833333,72.9,4.433333333
6987,16,4,1,40.761675,-73.983908,0,0,0,29.94833333,72.9,4.433333333
7480,20,4,1,40.761675,-73.983908,0,0,0,29.94833333,72.9,4.433333333
3513,0,5,0,40.761675,-73.983908,0,0,0,30.01666667,74.03333333,3.066666667
913,4,5,0,40.761675,-73.983908,0,0,0,30.01666667,74.03333333,3.066666667
239,8,5,0,40.761675,-73.983908,0,0,0,30.01666667,74.03333333,3.066666667
1603,12,5,0,40.761675,-73.983908,0,0,0,30.01666667,74.03333333,3.066666667
2104,16,5,0,40.761675,-73.983908,0,0,0,30.01666667,74.03333333,3.066666667
3078,20,5,0,40.761675,-73.983908,0,0,0,30.01666667,74.03333333,3.066666667
2820,0,6,0,40.761675,-73.983908,0,0,0,30.07333333,74.53333333,6.166666667
955,4,6,0,40.761675,-73.983908,0,0,0,30.07333333,74.53333333,6.166666667
88,8,6,0,40.761675,-73.983908,1,0,0,30.07333333,74.53333333,6.166666667
1719,12,6,0,40.761675,-73.983908,0,0,0,30.07333333,74.53333333,6.166666667
2127,16,6,0,40.761675,-73.983908,0,0,0,30.07333333,74.53333333,6.166666667
2953,20,6,0,40.761675,-73.983908,0,0,0,30.07333333,74.53333333,6.166666667
2056,0,0,1,40.761675,-73.983908,0,0,0,30.07,78.35,4.616666667
599,4,0,1,40.761675,-73.983908,0,0,0,30.07,78.35,4.616666667
187,8,0,1,40.761675,-73.983908,0,0,0,30.07,78.35,4.616666667
1318,12,0,1,40.761675,-73.983908,0,0,0,30.07,78.35,4.616666667
1945,16,0,1,40.761675,-73.983908,0,0,0,30.07,78.35,4.616666667
2156,20,0,1,40.761675,-73.983908,0,0,0,30.07,78.35,4.616666667
1708,0,1,1,40.761675,-73.983908,0,0,0,30.16166667,78.31666667,6.55
386,4,1,1,40.761675,-73.983908,0,0,0,30.16166667,78.31666667,6.55
256,8,1,1,40.761675,-73.983908,0,0,0,30.16166667,78.31666667,6.55
2762,12,1,1,40.761675,-73.983908,0,0,0,30.16166667,78.31666667,6.55
3972,16,1,1,40.761675,-73.983908,0,0,0,30.16166667,78.31666667,6.55
11266,20,1,1,40.761675,-73.983908,0,0,0,30.16166667,78.31666667,6.55
602,0,6,0,40.889185,-73.898549,0,0,0,30.258,55.98,7.86
103,4,6,0,40.889185,-73.898549,0,0,0,30.258,55.98,7.86
1214,12,6,0,40.889185,-73.898549,0,0,0,30.258,55.98,7.86
1131,16,6,0,40.889185,-73.898549,0,0,0,30.258,55.98,7.86
1013,20,6,0,40.889185,-73.898549,0,0,0,30.258,55.98,7.86
411,0,0,1,40.889185,-73.898549,0,0,0,30.23833333,54.16666667,8.25
91,4,0,1,40.889185,-73.898549,0,0,0,30.23833333,54.16666667,8.25
1385,8,0,1,40.889185,-73.898549,0,0,0,30.23833333,54.16666667,8.25
2335,12,0,1,40.889185,-73.898549,0,0,0,30.23833333,54.16666667,8.25
1149,16,0,1,40.889185,-73.898549,0,0,0,30.23833333,54.16666667,8.25
1328,20,0,1,40.889185,-73.898549,0,0,0,30.23833333,54.16666667,8.25
399,0,1,1,40.889185,-73.898549,0,0,0,30.06,58.28333333,8.066666667
42,4,1,1,40.889185,-73.898549,0,0,0,30.06,58.28333333,8.066666667
444,8,1,1,40.889185,-73.898549,0,0,0,30.06,58.28333333,8.066666667
3388,12,1,1,40.889185,-73.898549,0,0,0,30.06,58.28333333,8.066666667
1226,16,1,1,40.889185,-73.898549,0,0,0,30.06,58.28333333,8.066666667
1532,20,1,1,40.889185,-73.898549,0,0,0,30.06,58.28333333,8.066666667
452,0,2,1,40.889185,-73.898549,0,0,0.006,29.956,53.64,11.04
44,4,2,1,40.889185,-73.898549,0,0,0.006,29.956,53.64,11.04
3705,12,2,1,40.889185,-73.898549,0,1,0.006,29.956,53.64,11.04
225,16,2,1,40.889185,-73.898549,0,0,0.006,29.956,53.64,11.04
1061,20,2,1,40.889185,-73.898549,0,0,0.006,29.956,53.64,11.04
220,0,3,1,40.889185,-73.898549,0,0,0,29.95166667,55.1,15.18333333
1347,4,3,1,40.889185,-73.898549,0,0,0,29.95166667,55.1,15.18333333
396,8,3,1,40.889185,-73.898549,0,0,0,29.95166667,55.1,15.18333333
2284,12,3,1,40.889185,-73.898549,0,0,0,29.95166667,55.1,15.18333333
2338,16,3,1,40.889185,-73.898549,0,0,0,29.95166667,55.1,15.18333333
1542,20,3,1,40.889185,-73.898549,0,0,0,29.95166667,55.1,15.18333333
616,0,4,1,40.889185,-73.898549,0,0,0,29.93,60.5,10
104,4,4,1,40.889185,-73.898549,0,0,0,29.93,60.5,10
808,8,4,1,40.889185,-73.898549,0,0,0,29.93,60.5,10
2781,12,4,1,40.889185,-73.898549,0,0,0,29.93,60.5,10
1365,16,4,1,40.889185,-73.898549,0,0,0,29.93,60.5,10
1466,20,4,1,40.889185,-73.898549,0,0,0,29.93,60.5,10
533,0,5,0,40.889185,-73.898549,0,0,0,29.834,61.76,8.76
0,4,5,0,40.889185,-73.898549,0,0,0,29.834,61.76,8.76
2,12,5,0,40.889185,-73.898549,0,0,0,29.834,61.76,8.76
0,16,5,0,40.889185,-73.898549,0,0,0,29.834,61.76,8.76
1,20,5,0,40.889185,-73.898549,0,0,0,29.834,61.76,8.76
2,0,6,0,40.889185,-73.898549,0,0,0,29.876,62.64,5.08
0,4,6,0,40.889185,-73.898549,0,0,0,29.876,62.64,5.08
3,12,6,0,40.889185,-73.898549,0,0,0,29.876,62.64,5.08
1,16,6,0,40.889185,-73.898549,0,0,0,29.876,62.64,5.08
1,20,6,0,40.889185,-73.898549,0,0,0,29.876,62.64,5.08
1,0,0,1,40.889185,-73.898549,0,0,0,29.94166667,60.95,12.86666667
1,4,0,1,40.889185,-73.898549,0,0,0,29.94166667,60.95,12.86666667
385,8,0,1,40.889185,-73.898549,0,0,0,29.94166667,60.95,12.86666667
3318,12,0,1,40.889185,-73.898549,0,0,0,29.94166667,60.95,12.86666667
1131,16,0,1,40.889185,-73.898549,0,0,0,29.94166667,60.95,12.86666667
1399,20,0,1,40.889185,-73.898549,0,0,0,29.94166667,60.95,12.86666667
408,0,1,1,40.889185,-73.898549,0,0,0,29.96333333,61.15,10.18333333
44,4,1,1,40.889185,-73.898549,0,0,0,29.96333333,61.15,10.18333333
1388,8,1,1,40.889185,-73.898549,0,0,0,29.96333333,61.15,10.18333333
2461,12,1,1,40.889185,-73.898549,0,0,0,29.96333333,61.15,10.18333333
1270,16,1,1,40.889185,-73.898549,0,0,0,29.96333333,61.15,10.18333333
1433,20,1,1,40.889185,-73.898549,0,0,0,29.96333333,61.15,10.18333333
423,0,2,1,40.889185,-73.898549,0,0,0,30.054,60.18,7.38
52,4,2,1,40.889185,-73.898549,0,0,0,30.054,60.18,7.38
3733,12,2,1,40.889185,-73.898549,0,0,0,30.054,60.18,7.38
1146,16,2,1,40.889185,-73.898549,0,0,0,30.054,60.18,7.38
1422,20,2,1,40.889185,-73.898549,0,0,0,30.054,60.18,7.38
407,0,3,1,40.889185,-73.898549,0,0,0,30.04,59.46,6.7
55,4,3,1,40.889185,-73.898549,0,0,0,30.04,59.46,6.7
3760,12,3,1,40.889185,-73.898549,0,0,0,30.04,59.46,6.7
1150,16,3,1,40.889185,-73.898549,0,0,0,30.04,59.46,6.7
1412,20,3,1,40.889185,-73.898549,0,0,0,30.04,59.46,6.7
530,0,4,1,40.889185,-73.898549,0,0,0,29.94833333,57.98333333,4.816666667
56,4,4,1,40.889185,-73.898549,0,0,0,29.94833333,57.98333333,4.816666667
339,8,4,1,40.889185,-73.898549,0,0,0,29.94833333,57.98333333,4.816666667
3114,12,4,1,40.889185,-73.898549,0,0,0,29.94833333,57.98333333,4.816666667
1318,16,4,1,40.889185,-73.898549,0,0,0,29.94833333,57.98333333,4.816666667
1395,20,4,1,40.889185,-73.898549,0,0,0,29.94833333,57.98333333,4.816666667
551,0,5,0,40.889185,-73.898549,0,0,0,29.835,59.26666667,10.96666667
72,4,5,0,40.889185,-73.898549,0,0,0,29.835,59.26666667,10.96666667
90,8,5,0,40.889185,-73.898549,0,0,0,29.835,59.26666667,10.96666667
1273,12,5,0,40.889185,-73.898549,0,0,0,29.835,59.26666667,10.96666667
1111,16,5,0,40.889185,-73.898549,0,0,0,29.835,59.26666667,10.96666667
912,20,5,0,40.889185,-73.898549,0,1,0,29.835,59.26666667,10.96666667
580,0,6,0,40.889185,-73.898549,0,0,0,29.636,61.88,9.22
101,4,6,0,40.889185,-73.898549,0,1,0,29.636,61.88,9.22
982,12,6,0,40.889185,-73.898549,0,1,0,29.636,61.88,9.22
771,16,6,0,40.889185,-73.898549,0,0,0,29.636,61.88,9.22
539,20,6,0,40.889185,-73.898549,0,0,0,29.636,61.88,9.22
319,0,0,1,40.889185,-73.898549,0,0,0,29.694,57.24,12.68
58,4,0,1,40.889185,-73.898549,0,0,0,29.694,57.24,12.68
3663,12,0,1,40.889185,-73.898549,0,1,0,29.694,57.24,12.68
1099,16,0,1,40.889185,-73.898549,0,1,0,29.694,57.24,12.68
1274,20,0,1,40.889185,-73.898549,0,1,0,29.694,57.24,12.68
353,0,1,1,40.889185,-73.898549,0,0,0.005,29.9075,53.725,16.125
42,4,1,1,40.889185,-73.898549,0,1,0.005,29.9075,53.725,16.125
1681,8,1,1,40.889185,-73.898549,0,1,0.005,29.9075,53.725,16.125
3510,20,1,1,40.889185,-73.898549,0,0,0.005,29.9075,53.725,16.125
1134,0,2,1,40.889185,-73.898549,0,1,0.016666667,29.96166667,56.85,14.58333333
46,4,2,1,40.889185,-73.898549,0,1,0.016666667,29.96166667,56.85,14.58333333
451,8,2,1,40.889185,-73.898549,0,0,0.016666667,29.96166667,56.85,14.58333333
3117,12,2,1,40.889185,-73.898549,0,0,0.016666667,29.96166667,56.85,14.58333333
1120,16,2,1,40.889185,-73.898549,0,1,0.016666667,29.96166667,56.85,14.58333333
1129,20,2,1,40.889185,-73.898549,0,0,0.016666667,29.96166667,56.85,14.58333333
324,0,3,1,40.889185,-73.898549,0,0,0,29.97833333,62.36666667,9.416666667
41,4,3,1,40.889185,-73.898549,0,0,0,29.97833333,62.36666667,9.416666667
1254,8,3,1,40.889185,-73.898549,0,0,0,29.97833333,62.36666667,9.416666667
2310,12,3,1,40.889185,-73.898549,0,0,0,29.97833333,62.36666667,9.416666667
1143,16,3,1,40.889185,-73.898549,0,0,0,29.97833333,62.36666667,9.416666667
1318,20,3,1,40.889185,-73.898549,0,0,0,29.97833333,62.36666667,9.416666667
461,0,4,1,40.889185,-73.898549,0,0,0.003333333,29.94333333,61.05,4.983333333
59,4,4,1,40.889185,-73.898549,0,0,0.003333333,29.94333333,61.05,4.983333333
346,8,4,1,40.889185,-73.898549,1,0,0.003333333,29.94333333,61.05,4.983333333
3145,12,4,1,40.889185,-73.898549,0,1,0.003333333,29.94333333,61.05,4.983333333
1175,16,4,1,40.889185,-73.898549,0,1,0.003333333,29.94333333,61.05,4.983333333
1219,20,4,1,40.889185,-73.898549,0,0,0.003333333,29.94333333,61.05,4.983333333
526,0,5,0,40.889185,-73.898549,0,0,0,29.942,63.8,4.62
0,4,5,0,40.889185,-73.898549,0,0,0,29.942,63.8,4.62
0,12,5,0,40.889185,-73.898549,0,0,0,29.942,63.8,4.62
0,16,5,0,40.889185,-73.898549,0,0,0,29.942,63.8,4.62
0,20,5,0,40.889185,-73.898549,1,0,0,29.942,63.8,4.62
0,0,6,0,40.889185,-73.898549,0,0,0,30.12,55.74,7.38
0,4,6,0,40.889185,-73.898549,0,0,0,30.12,55.74,7.38
0,12,6,0,40.889185,-73.898549,0,1,0,30.12,55.74,7.38
1,16,6,0,40.889185,-73.898549,0,0,0,30.12,55.74,7.38
0,20,6,0,40.889185,-73.898549,0,0,0,30.12,55.74,7.38
0,0,0,1,40.889185,-73.898549,0,0,0,30.01666667,59.55,8.85
0,4,0,1,40.889185,-73.898549,0,0,0,30.01666667,59.55,8.85
425,8,0,1,40.889185,-73.898549,0,0,0,30.01666667,59.55,8.85
3917,12,0,1,40.889185,-73.898549,0,0,0,30.01666667,59.55,8.85
1297,16,0,1,40.889185,-73.898549,0,0,0,30.01666667,59.55,8.85
1258,20,0,1,40.889185,-73.898549,0,0,0,30.01666667,59.55,8.85
385,0,1,1,40.889185,-73.898549,0,0,0,29.77333333,73.56666667,9.416666667
61,4,1,1,40.889185,-73.898549,0,0,0,29.77333333,73.56666667,9.416666667
1696,8,1,1,40.889185,-73.898549,1,0,0,29.77333333,73.56666667,9.416666667
2788,12,1,1,40.889185,-73.898549,0,0,0,29.77333333,73.56666667,9.416666667
1400,16,1,1,40.889185,-73.898549,0,0,0,29.77333333,73.56666667,9.416666667
1346,20,1,1,40.889185,-73.898549,0,0,0,29.77333333,73.56666667,9.416666667
458,0,2,1,40.889185,-73.898549,0,0,0,29.886,73.4,7.62
65,4,2,1,40.889185,-73.898549,0,0,0,29.886,73.4,7.62
4596,12,2,1,40.889185,-73.898549,0,0,0,29.886,73.4,7.62
1376,16,2,1,40.889185,-73.898549,0,0,0,29.886,73.4,7.62
1468,20,2,1,40.889185,-73.898549,0,0,0,29.886,73.4,7.62
451,0,3,1,40.889185,-73.898549,0,0,0,29.904,68.08,10.36
59,4,3,1,40.889185,-73.898549,0,0,0,29.904,68.08,10.36
4460,12,3,1,40.889185,-73.898549,0,0,0,29.904,68.08,10.36
1340,16,3,1,40.889185,-73.898549,1,0,0,29.904,68.08,10.36
1442,20,3,1,40.889185,-73.898549,0,0,0,29.904,68.08,10.36
593,0,4,1,40.889185,-73.898549,0,0,0,29.935,70.88333333,7.5
72,4,4,1,40.889185,-73.898549,0,0,0,29.935,70.88333333,7.5
939,8,4,1,40.889185,-73.898549,0,0,0,29.935,70.88333333,7.5
3250,12,4,1,40.889185,-73.898549,0,0,0,29.935,70.88333333,7.5
1465,16,4,1,40.889185,-73.898549,0,0,0,29.935,70.88333333,7.5
1438,20,4,1,40.889185,-73.898549,0,0,0,29.935,70.88333333,7.5
626,0,5,0,40.889185,-73.898549,0,0,0,30.008,73.18,11.5
128,4,5,0,40.889185,-73.898549,0,0,0,30.008,73.18,11.5
1395,12,5,0,40.889185,-73.898549,0,0,0,30.008,73.18,11.5
1228,16,5,0,40.889185,-73.898549,0,0,0,30.008,73.18,11.5
1059,20,5,0,40.889185,-73.898549,0,0,0,30.008,73.18,11.5
609,0,6,0,40.889185,-73.898549,0,0,0,30.066,73.8,9.92
105,4,6,0,40.889185,-73.898549,0,0,0,30.066,73.8,9.92
1203,12,6,0,40.889185,-73.898549,0,0,0,30.066,73.8,9.92
1183,16,6,0,40.889185,-73.898549,0,0,0,30.066,73.8,9.92
949,20,6,0,40.889185,-73.898549,0,0,0,30.066,73.8,9.92
578,0,0,1,40.889185,-73.898549,0,0,0,30.055,79.225,8.625
74,4,0,1,40.889185,-73.898549,0,0,0,30.055,79.225,8.625
1690,16,0,1,40.889185,-73.898549,0,0,0,30.055,79.225,8.625
1734,20,0,1,40.889185,-73.898549,0,0,0,30.055,79.225,8.625
589,0,1,1,40.889185,-73.898549,0,0,0,30.15833333,77.13333333,7.683333333
70,4,1,1,40.889185,-73.898549,0,0,0,30.15833333,77.13333333,7.683333333
