ENTRIESn_hourly,day_hour,latitude,longitude,fog,rain,meanprecipi,meanpressurei,meantempi,meanwspdi
3458,44,40.717241,-73.956614,0,0,0,29.78333333,73.35,5.2
2141,48,40.717241,-73.956614,0,0,0,29.89833333,73.15,5.2
564,52,40.717241,-73.956614,0,0,0,29.89833333,73.15,5.2
781,56,40.717241,-73.956614,0,0,0,29.89833333,73.15,5.2
6349,60,40.717241,-73.956614,0,0,0,29.89833333,73.15,5.2
2950,64,40.717241,-73.956614,0,0,0,29.89833333,73.15,5.2
3441,68,40.717241,-73.956614,0,0,0,29.89833333,73.15,5.2
2295,72,40.717241,-73.956614,0,0,0,29.91333333,69.25,7.5
780,76,40.717241,-73.956614,0,0,0,29.91333333,69.25,7.5
726,80,40.717241,-73.956614,1,0,0,29.91333333,69.25,7.5
6499,84,40.717241,-73.956614,1,0,0,29.91333333,69.25,7.5
3269,88,40.717241,-73.956614,1,0,0,29.91333333,69.25,7.5
3644,92,40.717241,-73.956614,1,0,0,29.91333333,69.25,7.5
2364,96,40.717241,-73.956614,0,0,0,29.94833333,72.9,4.433333333
804,100,40.717241,-73.956614,0,0,0,29.94833333,72.9,4.433333333
1438,104,40.717241,-73.956614,1,0,0,29.94833333,72.9,4.433333333
5023,108,40.717241,-73.956614,1,0,0,29.94833333,72.9,4.433333333
2263,112,40.717241,-73.956614,0,0,0,29.94833333,72.9,4.433333333
4744,116,40.717241,-73.956614,0,0,0,29.94833333,72.9,4.433333333
2848,120,40.717241,-73.956614,0,0,0,30.01666667,74.03333333,3.066666667
518,124,40.717241,-73.956614,0,0,0,30.01666667,74.03333333,3.066666667
999,128,40.717241,-73.956614,0,0,0,30.01666667,74.03333333,3.066666667
2472,132,40.717241,-73.956614,0,0,0,30.01666667,74.03333333,3.066666667
3417,136,40.717241,-73.956614,0,0,0,30.01666667,74.03333333,3.066666667
4237,140,40.717241,-73.956614,0,0,0,30.01666667,74.03333333,3.066666667
2470,144,40.717241,-73.956614,0,0,0,30.07333333,74.53333333,6.166666667
1353,148,40.717241,-73.956614,0,0,0,30.07333333,74.53333333,6.166666667
143,152,40.717241,-73.956614,1,0,0,30.07333333,74.53333333,6.166666667
2036,156,40.717241,-73.956614,0,0,0,30.07333333,74.53333333,6.166666667
3391,160,40.717241,-73.956614,0,0,0,30.07333333,74.53333333,6.166666667
3302,164,40.717241,-73.956614,0,0,0,30.07333333,74.53333333,6.166666667
2323,0,40.717241,-73.956614,0,0,0,30.07,78.35,4.616666667
944,4,40.717241,-73.956614,0,0,0,30.07,78.35,4.616666667
269,8,40.717241,-73.956614,0,0,0,30.07,78.35,4.616666667
1717,12,40.717241,-73.956614,0,0,0,30.07,78.35,4.616666667
1796,16,40.717241,-73.956614,0,0,0,30.07,78.35,4.616666667
1813,20,40.717241,-73.956614,0,0,0,30.07,78.35,4.616666667
1409,24,40.717241,-73.956614,0,0,0,30.16166667,78.31666667,6.55
2968,28,40.717241,-73.956614,0,0,0,30.16166667,78.31666667,6.55
1060,32,40.717241,-73.956614,0,0,0,30.16166667,78.31666667,6.55
4796,36,40.717241,-73.956614,0,0,0,30.16166667,78.31666667,6.55
2893,40,40.717241,-73.956614,0,0,0,30.16166667,78.31666667,6.55
3282,44,40.717241,-73.956614,0,0,0,30.16166667,78.31666667,6.55
1108,144,40.703839,-73.91844,0,0,0,30.258,55.98,7.86
281,148,40.703839,-73.91844,0,0,0,30.258,55.98,7.86
2378,156,40.703839,-73.91844,0,0,0,30.258,55.98,7.86
2084,160,40.703839,-73.91844,0,0,0,30.258,55.98,7.86
1192,164,40.703839,-73.91844,0,0,0,30.258,55.98,7.86
630,0,40.703839,-73.91844,0,0,0,30.23833333,54.16666667,8.25
137,4,40.703839,-73.91844,0,0,0,30.23833333,54.16666667,8.25
2342,8,40.703839,-73.91844,0,0,0,30.23833333,54.16666667,8.25
4234,12,40.703839,-73.91844,0,0,0,30.23833333,54.16666667,8.25
1948,16,40.703839,-73.91844,0,0,0,30.23833333,54.16666667,8.25
1811,20,40.703839,-73.91844,0,0,0,30.23833333,54.16666667,8.25
641,24,40.703839,-73.91844,0,0,0,30.06,58.28333333,8.066666667
115,28,40.703839,-73.91844,0,0,0,30.06,58.28333333,8.066666667
2520,32,40.703839,-73.91844,0,0,0,30.06,58.28333333,8.066666667
4131,36,40.703839,-73.91844,0,0,0,30.06,58.28333333,8.066666667
2003,40,40.703839,-73.91844,0,0,0,30.06,58.28333333,8.066666667
1911,44,40.703839,-73.91844,0,0,0,30.06,58.28333333,8.066666667
707,48,40.703839,-73.91844,0,0,0.01,29.95333333,53.93333333,11.7
134,52,40.703839,-73.91844,0,0,0.01,29.95333333,53.93333333,11.7
1161,56,40.703839,-73.91844,0,1,0.01,29.95333333,53.93333333,11.7
5534,60,40.703839,-73.91844,0,1,0.01,29.95333333,53.93333333,11.7
1945,64,40.703839,-73.91844,0,0,0.01,29.95333333,53.93333333,11.7
1857,68,40.703839,-73.91844,0,0,0.01,29.95333333,53.93333333,11.7
673,72,40.703839,-73.91844,0,0,0,29.95166667,55.1,15.18333333
102,76,40.703839,-73.91844,0,0,0,29.95166667,55.1,15.18333333
464,80,40.703839,-73.91844,0,0,0,29.95166667,55.1,15.18333333
6361,84,40.703839,-73.91844,0,0,0,29.95166667,55.1,15.18333333
1966,88,40.703839,-73.91844,0,0,0,29.95166667,55.1,15.18333333
1990,92,40.703839,-73.91844,0,0,0,29.95166667,55.1,15.18333333
782,96,40.703839,-73.91844,0,0,0,29.93,60.5,10
150,100,40.703839,-73.91844,0,0,0,29.93,60.5,10
1351,104,40.703839,-73.91844,0,0,0,29.93,60.5,10
5151,108,40.703839,-73.91844,0,0,0,29.93,60.5,10
2098,112,40.703839,-73.91844,0,0,0,29.93,60.5,10
2013,116,40.703839,-73.91844,0,0,0,29.93,60.5,10
989,120,40.703839,-73.91844,0,0,0,29.83833333,61.48333333,8.45
210,124,40.703839,-73.91844,0,0,0,29.83833333,61.48333333,8.45
733,128,40.703839,-73.91844,0,0,0,29.83833333,61.48333333,8.45
2820,132,40.703839,-73.91844,0,0,0,29.83833333,61.48333333,8.45
2258,136,40.703839,-73.91844,0,0,0,29.83833333,61.48333333,8.45
1552,140,40.703839,-73.91844,0,0,0,29.83833333,61.48333333,8.45
1046,144,40.703839,-73.91844,0,0,0,29.876,62.64,5.08
217,148,40.703839,-73.91844,0,0,0,29.876,62.64,5.08
2344,156,40.703839,-73.91844,0,0,0,29.876,62.64,5.08
1117,160,40.703839,-73.91844,0,0,0,29.876,62.64,5.08
701,164,40.703839,-73.91844,0,0,0,29.876,62.64,5.08
376,0,40.703839,-73.91844,0,0,0,29.94166667,60.95,12.86666667
1733,4,40.703839,-73.91844,0,0,0,29.94166667,60.95,12.86666667
601,8,40.703839,-73.91844,0,0,0,29.94166667,60.95,12.86666667
5946,12,40.703839,-73.91844,0,0,0,29.94166667,60.95,12.86666667
1911,16,40.703839,-73.91844,0,0,0,29.94166667,60.95,12.86666667
1853,20,40.703839,-73.91844,0,0,0,29.94166667,60.95,12.86666667
670,24,40.703839,-73.91844,0,0,0,29.96333333,61.15,10.18333333
114,28,40.703839,-73.91844,0,0,0,29.96333333,61.15,10.18333333
2506,32,40.703839,-73.91844,0,0,0,29.96333333,61.15,10.18333333
4226,36,40.703839,-73.91844,0,0,0,29.96333333,61.15,10.18333333
1947,40,40.703839,-73.91844,0,0,0,29.96333333,61.15,10.18333333
1938,44,40.703839,-73.91844,0,0,0,29.96333333,61.15,10.18333333
699,48,40.703839,-73.91844,0,0,0,30.05833333,59.65,8.65
136,52,40.703839,-73.91844,0,0,0,30.05833333,59.65,8.65
1420,56,40.703839,-73.91844,0,0,0,30.05833333,59.65,8.65
5331,60,40.703839,-73.91844,0,0,0,30.05833333,59.65,8.65
1988,64,40.703839,-73.91844,0,0,0,30.05833333,59.65,8.65
1837,68,40.703839,-73.91844,0,0,0,30.05833333,59.65,8.65
727,72,40.703839,-73.91844,0,0,0,30.04,59.46,6.7
127,76,40.703839,-73.91844,0,0,0,30.04,59.46,6.7
6731,84,40.703839,-73.91844,0,0,0,30.04,59.46,6.7
2098,88,40.703839,-73.91844,0,0,0,30.04,59.46,6.7
1961,92,40.703839,-73.91844,0,0,0,30.04,59.46,6.7
745,96,40.703839,-73.91844,0,0,0,29.94833333,57.98333333,4.816666667
130,100,40.703839,-73.91844,0,0,0,29.94833333,57.98333333,4.816666667
1334,104,40.703839,-73.91844,0,0,0,29.94833333,57.98333333,4.816666667
5259,108,40.703839,-73.91844,0,0,0,29.94833333,57.98333333,4.816666667
2052,112,40.703839,-73.91844,0,0,0,29.94833333,57.98333333,4.816666667
2088,116,40.703839,-73.91844,0,0,0,29.94833333,57.98333333,4.816666667
1070,120,40.703839,-73.91844,0,0,0,29.835,59.26666667,10.96666667
193,124,40.703839,-73.91844,0,0,0,29.835,59.26666667,10.96666667
538,128,40.703839,-73.91844,0,0,0,29.835,59.26666667,10.96666667
2994,132,40.703839,-73.91844,0,0,0,29.835,59.26666667,10.96666667
1932,136,40.703839,-73.91844,0,0,0,29.835,59.26666667,10.96666667
1486,140,40.703839,-73.91844,0,1,0,29.835,59.26666667,10.96666667
987,144,40.703839,-73.91844,0,0,0.013333333,29.635,61.7,7.683333333
203,148,40.703839,-73.91844,0,1,0.013333333,29.635,61.7,7.683333333
137,152,40.703839,-73.91844,0,1,0.013333333,29.635,61.7,7.683333333
2133,156,40.703839,-73.91844,0,1,0.013333333,29.635,61.7,7.683333333
1772,160,40.703839,-73.91844,0,0,0.013333333,29.635,61.7,7.683333333
1295,164,40.703839,-73.91844,0,0,0.013333333,29.635,61.7,7.683333333
652,0,40.703839,-73.91844,0,0,0.001666667,29.69166667,56.63333333,13.63333333
109,4,40.703839,-73.91844,0,0,0.001666667,29.69166667,56.63333333,13.63333333
1906,8,40.703839,-73.91844,0,1,0.001666667,29.69166667,56.63333333,13.63333333
3814,12,40.703839,-73.91844,0,1,0.001666667,29.69166667,56.63333333,13.63333333
839,16,40.703839,-73.91844,0,1,0.001666667,29.69166667,56.63333333,13.63333333
897,20,40.703839,-73.91844,0,1,0.001666667,29.69166667,56.63333333,13.63333333
2945,24,40.703839,-73.91844,0,0,0.003333333,29.91166667,54.81666667,15.55
120,28,40.703839,-73.91844,0,1,0.003333333,29.91166667,54.81666667,15.55
2968,32,40.703839,-73.91844,0,1,0.003333333,29.91166667,54.81666667,15.55
4148,36,40.703839,-73.91844,0,1,0.003333333,29.91166667,54.81666667,15.55
1261,40,40.703839,-73.91844,0,0,0.003333333,29.91166667,54.81666667,15.55
1724,44,40.703839,-73.91844,0,0,0.003333333,29.91166667,54.81666667,15.55
1633,48,40.703839,-73.91844,0,1,0.016666667,29.96166667,56.85,14.58333333
128,52,40.703839,-73.91844,0,1,0.016666667,29.96166667,56.85,14.58333333
1938,56,40.703839,-73.91844,0,0,0.016666667,29.96166667,56.85,14.58333333
4745,60,40.703839,-73.91844,0,0,0.016666667,29.96166667,56.85,14.58333333
2042,64,40.703839,-73.91844,0,1,0.016666667,29.96166667,56.85,14.58333333
1783,68,40.703839,-73.91844,0,0,0.016666667,29.96166667,56.85,14.58333333
670,72,40.703839,-73.91844,0,0,0,29.97833333,62.36666667,9.416666667
89,76,40.703839,-73.91844,0,0,0,29.97833333,62.36666667,9.416666667
1870,80,40.703839,-73.91844,0,0,0,29.97833333,62.36666667,9.416666667
4786,84,40.703839,-73.91844,0,0,0,29.97833333,62.36666667,9.416666667
1990,88,40.703839,-73.91844,0,0,0,29.97833333,62.36666667,9.416666667
1903,92,40.703839,-73.91844,0,0,0,29.97833333,62.36666667,9.416666667
785,96,40.703839,-73.91844,0,0,0.003333333,29.94333333,61.05,4.983333333
159,100,40.703839,-73.91844,0,0,0.003333333,29.94333333,61.05,4.983333333
1367,104,40.703839,-73.91844,1,0,0.003333333,29.94333333,61.05,4.983333333
5056,108,40.703839,-73.91844,0,1,0.003333333,29.94333333,61.05,4.983333333
2128,112,40.703839,-73.91844,0,1,0.003333333,29.94333333,61.05,4.983333333
2028,116,40.703839,-73.91844,0,0,0.003333333,29.94333333,61.05,4.983333333
1006,120,40.703839,-73.91844,0,0,0,29.94333333,63.83333333,4.433333333
203,124,40.703839,-73.91844,0,0,0,29.94333333,63.83333333,4.433333333
433,128,40.703839,-73.91844,0,0,0,29.94333333,63.83333333,4.433333333
2642,132,40.703839,-73.91844,0,0,0,29.94333333,63.83333333,4.433333333
1814,136,40.703839,-73.91844,0,0,0,29.94333333,63.83333333,4.433333333
2105,140,40.703839,-73.91844,1,0,0,29.94333333,63.83333333,4.433333333
1075,144,40.703839,-73.91844,0,0,0,30.12,55.74,7.38
217,148,40.703839,-73.91844,0,0,0,30.12,55.74,7.38
2346,156,40.703839,-73.91844,0,1,0,30.12,55.74,7.38
1816,160,40.703839,-73.91844,0,0,0,30.12,55.74,7.38
1219,164,40.703839,-73.91844,0,0,0,30.12,55.74,7.38
589,0,40.703839,-73.91844,0,0,0,30.01666667,59.55,8.85
120,4,40.703839,-73.91844,0,0,0,30.01666667,59.55,8.85
888,8,40.703839,-73.91844,0,0,0,30.01666667,59.55,8.85
4771,12,40.703839,-73.91844,0,0,0,30.01666667,59.55,8.85
2733,16,40.703839,-73.91844,0,0,0,30.01666667,59.55,8.85
1812,20,40.703839,-73.91844,0,0,0,30.01666667,59.55,8.85
719,24,40.703839,-73.91844,0,0,0,29.77333333,73.56666667,9.416666667
151,28,40.703839,-73.91844,0,0,0,29.77333333,73.56666667,9.416666667
3116,32,40.703839,-73.91844,1,0,0,29.77333333,73.56666667,9.416666667
3465,36,40.703839,-73.91844,0,0,0,29.77333333,73.56666667,9.416666667
1925,40,40.703839,-73.91844,0,0,0,29.77333333,73.56666667,9.416666667
1934,44,40.703839,-73.91844,0,0,0,29.77333333,73.56666667,9.416666667
774,48,40.703839,-73.91844,0,0,0,29.89166667,73.01666667,7.116666667
121,52,40.703839,-73.91844,0,0,0,29.89166667,73.01666667,7.116666667
1293,56,40.703839,-73.91844,0,0,0,29.89166667,73.01666667,7.116666667
3951,60,40.703839,-73.91844,0,0,0,29.89166667,73.01666667,7.116666667
1387,64,40.703839,-73.91844,0,0,0,29.89166667,73.01666667,7.116666667
1260,68,40.703839,-73.91844,0,0,0,29.89166667,73.01666667,7.116666667
3526,72,40.703839,-73.91844,0,0,0,29.91166667,67.46666667,9.6
126,76,40.703839,-73.91844,0,0,0,29.91166667,67.46666667,9.6
990,80,40.703839,-73.91844,1,0,0,29.91166667,67.46666667,9.6
5618,84,40.703839,-73.91844,0,0,0,29.91166667,67.46666667,9.6
1979,88,40.703839,-73.91844,1,0,0,29.91166667,67.46666667,9.6
1887,92,40.703839,-73.91844,0,0,0,29.91166667,67.46666667,9.6
830,96,40.703839,-73.91844,0,0,0,29.935,70.88333333,7.5
152,100,40.703839,-73.91844,0,0,0,29.935,70.88333333,7.5
1380,104,40.703839,-73.91844,0,0,0,29.935,70.88333333,7.5
5066,108,40.703839,-73.91844,0,0,0,29.935,70.88333333,7.5
2138,112,40.703839,-73.91844,0,0,0,29.935,70.88333333,7.5
1981,116,40.703839,-73.91844,0,0,0,29.935,70.88333333,7.5
984,120,40.703839,-73.91844,0,0,0,30.01333333,72.98333333,10.35
0,124,40.703839,-73.91844,0,0,0,30.01333333,72.98333333,10.35
0,128,40.703839,-73.91844,0,0,0,30.01333333,72.98333333,10.35
0,132,40.703839,-73.91844,0,0,0,30.01333333,72.98333333,10.35
0,136,40.703839,-73.91844,0,0,0,30.01333333,72.98333333,10.35
1,140,40.703839,-73.91844,0,0,0,30.01333333,72.98333333,10.35
0,144,40.703839,-73.91844,0,0,0,30.075,73.43333333,9.416666667
0,148,40.703839,-73.91844,0,0,0,30.075,73.43333333,9.416666667
0,152,40.703839,-73.91844,1,0,0,30.075,73.43333333,9.416666667
0,156,40.703839,-73.91844,0,0,0,30.075,73.43333333,9.416666667
0,160,40.703839,-73.91844,0,0,0,30.075,73.43333333,9.416666667
0,164,40.703839,-73.91844,0,0,0,30.075,73.43333333,9.416666667
0,0,40.703839,-73.91844,0,0,0,30.06333333,78.16666667,9.583333333
0,4,40.703839,-73.91844,0,0,0,30.06333333,78.16666667,9.583333333
578,8,40.703839,-73.91844,0,0,0,30.06333333,78.16666667,9.583333333
1663,12,40.703839,-73.91844,0,0,0,30.06333333,78.16666667,9.583333333
1690,16,40.703839,-73.91844,0,0,0,30.06333333,78.16666667,9.583333333
1130,20,40.703839,-73.91844,0,0,0,30.06333333,78.16666667,9.583333333
597,24,40.703839,-73.91844,0,0,0,30.15833333,77.13333333,7.683333333
67,28,40.703839,-73.91844,0,0,0,30.15833333,77.13333333,7.683333333
1282,32,40.703839,-73.91844,0,0,0,30.15833333,77.13333333,7.683333333
5052,36,40.703839,-73.91844,0,0,0,30.15833333,77.13333333,7.683333333
1899,40,40.703839,-73.91844,0,0,0,30.15833333,77.13333333,7.683333333
1834,44,40.703839,-73.91844,0,0,0,30.15833333,77.13333333,7.683333333
508,144,40.856085,-73.900695,0,0,0,30.258,55.98,7.86
118,148,40.856085,-73.900695,0,0,0,30.258,55.98,7.86
1119,156,40.856085,-73.900695,0,0,0,30.258,55.98,7.86
749,160,40.856085,-73.900695,0,0,0,30.258,55.98,7.86
585,164,40.856085,-73.900695,0,0,0,30.258,55.98,7.86
344,0,40.856085,-73.900695,0,0,0,30.254,53.2,7.6
69,4,40.856085,-73.900695,0,0,0,30.254,53.2,7.6
444,8,40.856085,-73.900695,0,0,0,30.254,53.2,7.6
2103,12,40.856085,-73.900695,0,0,0,30.254,53.2,7.6
715,20,40.856085,-73.900695,0,0,0,30.254,53.2,7.6
896,24,40.856085,-73.900695,0,0,0,30.06,58.28333333,8.066666667
556,28,40.856085,-73.900695,0,0,0,30.06,58.28333333,8.066666667
778,32,40.856085,-73.900695,0,0,0,30.06,58.28333333,8.066666667
1741,36,40.856085,-73.900695,0,0,0,30.06,58.28333333,8.066666667
965,40,40.856085,-73.900695,0,0,0,30.06,58.28333333,8.066666667
791,44,40.856085,-73.900695,0,0,0,30.06,58.28333333,8.066666667
374,48,40.856085,-73.900695,0,0,0.01,29.95333333,53.93333333,11.7
54,52,40.856085,-73.900695,0,0,0.01,29.95333333,53.93333333,11.7
458,56,40.856085,-73.900695,0,1,0.01,29.95333333,53.93333333,11.7
2103,60,40.856085,-73.900695,0,1,0.01,29.95333333,53.93333333,11.7
959,64,40.856085,-73.900695,0,0,0.01,29.95333333,53.93333333,11.7
738,68,40.856085,-73.900695,0,0,0.01,29.95333333,53.93333333,11.7
323,72,40.856085,-73.900695,0,0,0,29.944,55.72,15.22
74,76,40.856085,-73.900695,0,0,0,29.944,55.72,15.22
2663,84,40.856085,-73.900695,0,0,0,29.944,55.72,15.22
969,88,40.856085,-73.900695,0,0,0,29.944,55.72,15.22
842,92,40.856085,-73.900695,0,0,0,29.944,55.72,15.22
448,96,40.856085,-73.900695,0,0,0,29.918,60.58,11.3
79,100,40.856085,-73.900695,0,0,0,29.918,60.58,11.3
2619,108,40.856085,-73.900695,0,0,0,29.918,60.58,11.3
968,112,40.856085,-73.900695,0,0,0,29.918,60.58,11.3
879,116,40.856085,-73.900695,0,0,0,29.918,60.58,11.3
466,120,40.856085,-73.900695,0,0,0,29.834,61.76,8.76
113,124,40.856085,-73.900695,0,0,0,29.834,61.76,8.76
1487,132,40.856085,-73.900695,0,0,0,29.834,61.76,8.76
835,136,40.856085,-73.900695,0,0,0,29.834,61.76,8.76
743,140,40.856085,-73.900695,0,0,0,29.834,61.76,8.76
489,144,40.856085,-73.900695,0,0,0,29.876,62.64,5.08
112,148,40.856085,-73.900695,0,0,0,29.876,62.64,5.08
1022,156,40.856085,-73.900695,0,0,0,29.876,62.64,5.08
779,160,40.856085,-73.900695,0,0,0,29.876,62.64,5.08
610,164,40.856085,-73.900695,0,0,0,29.876,62.64,5.08
348,0,40.856085,-73.900695,0,0,0,29.928,61.74,13.14
65,4,40.856085,-73.900695,0,0,0,29.928,61.74,13.14
2497,12,40.856085,-73.900695,0,0,0,29.928,61.74,13.14
935,16,40.856085,-73.900695,0,0,0,29.928,61.74,13.14
769,20,40.856085,-73.900695,0,0,0,29.928,61.74,13.14
346,24,40.856085,-73.900695,0,0,0,29.96333333,61.15,10.18333333
66,28,40.856085,-73.900695,0,0,0,29.96333333,61.15,10.18333333
1199,32,40.856085,-73.900695,0,0,0,29.96333333,61.15,10.18333333
1373,36,40.856085,-73.900695,0,0,0,29.96333333,61.15,10.18333333
974,40,40.856085,-73.900695,0,0,0,29.96333333,61.15,10.18333333
868,44,40.856085,-73.900695,0,0,0,29.96333333,61.15,10.18333333
357,48,40.856085,-73.900695,0,0,0,30.054,60.18,7.38
57,52,40.856085,-73.900695,0,0,0,30.054,60.18,7.38
2570,60,40.856085,-73.900695,0,0,0,30.054,60.18,7.38
893,64,40.856085,-73.900695,0,0,0,30.054,60.18,7.38
850,68,40.856085,-73.900695,0,0,0,30.054,60.18,7.38
380,72,40.856085,-73.900695,0,0,0,30.04,59.46,6.7
56,76,40.856085,-73.900695,0,0,0,30.04,59.46,6.7
2523,84,40.856085,-73.900695,0,0,0,30.04,59.46,6.7
1055,88,40.856085,-73.900695,0,0,0,30.04,59.46,6.7
831,92,40.856085,-73.900695,0,0,0,30.04,59.46,6.7
404,96,40.856085,-73.900695,0,0,0,29.942,58.14,5.78
75,100,40.856085,-73.900695,0,0,0,29.942,58.14,5.78
2481,108,40.856085,-73.900695,0,0,0,29.942,58.14,5.78
1005,112,40.856085,-73.900695,0,0,0,29.942,58.14,5.78
903,116,40.856085,-73.900695,0,0,0,29.942,58.14,5.78
427,120,40.856085,-73.900695,0,0,0,29.835,59.26666667,10.96666667
94,124,40.856085,-73.900695,0,0,0,29.835,59.26666667,10.96666667
196,128,40.856085,-73.900695,0,0,0,29.835,59.26666667,10.96666667
1156,132,40.856085,-73.900695,0,0,0,29.835,59.26666667,10.96666667
831,136,40.856085,-73.900695,0,0,0,29.835,59.26666667,10.96666667
714,140,40.856085,-73.900695,0,1,0,29.835,59.26666667,10.96666667
487,144,40.856085,-73.900695,0,0,0.013333333,29.635,61.7,7.683333333
65,148,40.856085,-73.900695,0,1,0.013333333,29.635,61.7,7.683333333
164,152,40.856085,-73.900695,0,1,0.013333333,29.635,61.7,7.683333333
873,156,40.856085,-73.900695,0,1,0.013333333,29.635,61.7,7.683333333
688,160,40.856085,-73.900695,0,0,0.013333333,29.635,61.7,7.683333333
577,164,40.856085,-73.900695,0,0,0.013333333,29.635,61.7,7.683333333
346,0,40.856085,-73.900695,0,0,0.001666667,29.69166667,56.63333333,13.63333333
83,4,40.856085,-73.900695,0,0,0.001666667,29.69166667,56.63333333,13.63333333
432,8,40.856085,-73.900695,0,1,0.001666667,29.69166667,56.63333333,13.63333333
2083,12,40.856085,-73.900695,0,1,0.001666667,29.69166667,56.63333333,13.63333333
925,16,40.856085,-73.900695,0,1,0.001666667,29.69166667,56.63333333,13.63333333
719,20,40.856085,-73.900695,0,1,0.001666667,29.69166667,56.63333333,13.63333333
327,24,40.856085,-73.900695,0,0,0.003333333,29.91166667,54.81666667,15.55
72,28,40.856085,-73.900695,0,1,0.003333333,29.91166667,54.81666667,15.55
696,32,40.856085,-73.900695,0,1,0.003333333,29.91166667,54.81666667,15.55
1733,36,40.856085,-73.900695,0,1,0.003333333,29.91166667,54.81666667,15.55
928,40,40.856085,-73.900695,0,0,0.003333333,29.91166667,54.81666667,15.55
813,44,40.856085,-73.900695,0,0,0.003333333,29.91166667,54.81666667,15.55
343,48,40.856085,-73.900695,0,1,0.02,29.956,56.78,14.96
71,52,40.856085,-73.900695,0,1,0.02,29.956,56.78,14.96
2502,60,40.856085,-73.900695,0,0,0.02,29.956,56.78,14.96
972,64,40.856085,-73.900695,0,1,0.02,29.956,56.78,14.96
721,68,40.856085,-73.900695,0,0,0.02,29.956,56.78,14.96
349,72,40.856085,-73.900695,0,0,0,29.972,63.4,9.68
73,76,40.856085,-73.900695,0,0,0,29.972,63.4,9.68
2476,84,40.856085,-73.900695,0,0,0,29.972,63.4,9.68
975,88,40.856085,-73.900695,0,0,0,29.972,63.4,9.68
814,92,40.856085,-73.900695,0,0,0,29.972,63.4,9.68
371,96,40.856085,-73.900695,0,0,0.003333333,29.94333333,61.05,4.983333333
45,100,40.856085,-73.900695,0,0,0.003333333,29.94333333,61.05,4.983333333
420,104,40.856085,-73.900695,1,0,0.003333333,29.94333333,61.05,4.983333333
2069,108,40.856085,-73.900695,0,1,0.003333333,29.94333333,61.05,4.983333333
993,112,40.856085,-73.900695,0,1,0.003333333,29.94333333,61.05,4.983333333
922,116,40.856085,-73.900695,0,0,0.003333333,29.94333333,61.05,4.983333333
422,120,40.856085,-73.900695,0,0,0,29.94333333,63.83333333,4.433333333
88,124,40.856085,-73.900695,0,0,0,29.94333333,63.83333333,4.433333333
174,128,40.856085,-73.900695,0,0,0,29.94333333,63.83333333,4.433333333
1177,132,40.856085,-73.900695,0,0,0,29.94333333,63.83333333,4.433333333
906,136,40.856085,-73.900695,0,0,0,29.94333333,63.83333333,4.433333333
664,140,40.856085,-73.900695,1,0,0,29.94333333,63.83333333,4.433333333
405,144,40.856085,-73.900695,0,0,0,30.12666667,55.95,7.3
88,148,40.856085,-73.900695,0,0,0,30.12666667,55.95,7.3
110,152,40.856085,-73.900695,0,1,0,30.12666667,55.95,7.3
931,156,40.856085,-73.900695,0,1,0,30.12666667,55.95,7.3
682,160,40.856085,-73.900695,0,0,0,30.12666667,55.95,7.3
566,164,40.856085,-73.900695,0,0,0,30.12666667,55.95,7.3
368,0,40.856085,-73.900695,0,0,0,30.035,58.475,8.95
63,4,40.856085,-73.900695,0,0,0,30.035,58.475,8.95
450,8,40.856085,-73.900695,0,0,0,30.035,58.475,8.95
2311,20,40.856085,-73.900695,0,0,0,30.035,58.475,8.95
1861,24,40.856085,-73.900695,0,0,0,29.774,73.6,9.22
70,28,40.856085,-73.900695,0,0,0,29.774,73.6,9.22
2551,36,40.856085,-73.900695,0,0,0,29.774,73.6,9.22
934,40,40.856085,-73.900695,0,0,0,29.774,73.6,9.22
786,44,40.856085,-73.900695,0,0,0,29.774,73.6,9.22
357,48,40.856085,-73.900695,0,0,0,29.89166667,73.01666667,7.116666667
68,52,40.856085,-73.900695,0,0,0,29.89166667,73.01666667,7.116666667
1204,56,40.856085,-73.900695,0,0,0,29.89166667,73.01666667,7.116666667
1334,60,40.856085,-73.900695,0,0,0,29.89166667,73.01666667,7.116666667
955,64,40.856085,-73.900695,0,0,0,29.89166667,73.01666667,7.116666667
807,68,40.856085,-73.900695,0,0,0,29.89166667,73.01666667,7.116666667
427,72,40.856085,-73.900695,0,0,0,29.91166667,67.46666667,9.6
55,76,40.856085,-73.900695,0,0,0,29.91166667,67.46666667,9.6
453,80,40.856085,-73.900695,1,0,0,29.91166667,67.46666667,9.6
2142,84,40.856085,-73.900695,0,0,0,29.91166667,67.46666667,9.6
945,88,40.856085,-73.900695,1,0,0,29.91166667,67.46666667,9.6
860,92,40.856085,-73.900695,0,0,0,29.91166667,67.46666667,9.6
350,96,40.856085,-73.900695,0,0,0,29.935,70.88333333,7.5
73,100,40.856085,-73.900695,0,0,0,29.935,70.88333333,7.5
268,104,40.856085,-73.900695,0,0,0,29.935,70.88333333,7.5
2126,108,40.856085,-73.900695,0,0,0,29.935,70.88333333,7.5
1005,112,40.856085,-73.900695,0,0,0,29.935,70.88333333,7.5
895,116,40.856085,-73.900695,0,0,0,29.935,70.88333333,7.5
466,120,40.856085,-73.900695,0,0,0,30.008,73.18,11.5
95,124,40.856085,-73.900695,0,0,0,30.008,73.18,11.5
1346,132,40.856085,-73.900695,0,0,0,30.008,73.18,11.5
