ENTRIESn_hourly,day_hour,weekday,latitude,longitude,fog,rain,precipi,pressurei,tempi,wspdi
914,120,0,40.577961,-73.961806,0,0,0,29.94,57.9,0
102,124,0,40.577961,-73.961806,0,0,0,29.95,55.4,0
156,128,0,40.577961,-73.961806,0,0,0,29.96,62.1,0
2256,132,0,40.577961,-73.961806,0,0,0,29.96,73,5.8
2326,136,0,40.577961,-73.961806,0,0,0,29.93,73,3.5
1875,140,0,40.577961,-73.961806,0,0,0,30,60.8,0
745,144,0,40.577961,-73.961806,0,0,0,30.06,57.2,0
123,148,0,40.577961,-73.961806,0,0,0,30.08,57.9,5.8
149,152,0,40.577961,-73.961806,0,0,0,30.17,57,4.6
1714,156,0,40.577961,-73.961806,0,0,0,30.17,55.9,8.1
1620,160,0,40.577961,-73.961806,0,0,0,30.17,55,5.8
1302,164,0,40.577961,-73.961806,0,0,0,30.14,54,4.6
521,0,1,40.577961,-73.961806,0,0,0,30.14,55,5.8
73,4,1,40.577961,-73.961806,0,0,0,30.11,57,5.8
478,8,1,40.577961,-73.961806,0,0,0,30.06,60.1,6.9
4956,12,1,40.577961,-73.961806,0,0,0,30.02,61,8.1
4269,16,1,40.577961,-73.961806,0,0,0,29.89,64.9,8.1
2967,20,1,40.577961,-73.961806,0,0,0,29.83,63,9.2
1228,24,1,40.577961,-73.961806,0,0,0,29.81,66.2,4.6
59,28,1,40.577961,-73.961806,0,0,0,29.78,68,3.5
1746,32,1,40.577961,-73.961806,0,0,0,29.8,69.8,5.8
3730,36,1,40.577961,-73.961806,0,0,0,29.76,79,8.1
4410,40,1,40.577961,-73.961806,0,0,0,29.76,80.1,9.2
3198,44,1,40.577961,-73.961806,0,0,0,29.79,77,0
1120,48,1,40.577961,-73.961806,0,0,0,29.84,72,3.5
211,52,1,40.577961,-73.961806,0,0,0,29.86,66.9,5.8
529,56,1,40.577961,-73.961806,0,0,0,29.93,70,3.5
5044,60,1,40.577961,-73.961806,0,0,0,29.93,81,4.6
4434,64,1,40.577961,-73.961806,0,0,0,29.91,79,9.2
3397,68,1,40.577961,-73.961806,0,0,0,29.92,70,4.6
1493,72,1,40.577961,-73.961806,0,0,0,29.94,66.9,4.6
68,76,1,40.577961,-73.961806,0,0,0,29.93,64.9,4.6
612,80,1,40.577961,-73.961806,1,0,0,29.95,69.1,6.9
4954,84,1,40.577961,-73.961806,1,0,0,29.91,73.9,10.4
4531,88,1,40.577961,-73.961806,1,0,0,29.89,71.6,10.4
3261,92,1,40.577961,-73.961806,1,0,0,29.86,69.1,8.1
1171,96,1,40.577961,-73.961806,0,0,0,29.92,66.9,0
99,100,1,40.577961,-73.961806,0,0,0,29.95,64.4,0
308,104,1,40.577961,-73.961806,1,0,0,29.99,71.1,5.8
3640,108,1,40.577961,-73.961806,1,0,0,29.96,82,8.1
2519,112,1,40.577961,-73.961806,0,0,0,29.91,81,6.9
4022,116,1,40.577961,-73.961806,0,0,0,29.96,72,5.8
2329,120,0,40.577961,-73.961806,0,0,0,29.98,71.1,0
165,124,0,40.577961,-73.961806,0,0,0,29.98,69.1,0
212,128,0,40.577961,-73.961806,0,0,0,30.04,73,0
1736,132,0,40.577961,-73.961806,0,0,0,30.02,82,4.6
1825,136,0,40.577961,-73.961806,0,0,0,30.03,77,6.9
3096,140,0,40.577961,-73.961806,0,0,0,30.05,72,6.9
835,144,0,40.577961,-73.961806,0,0,0,30.06,71.1,9.2
136,148,0,40.577961,-73.961806,0,0,0,30.07,68,3.5
339,152,0,40.577961,-73.961806,1,0,0,30.12,72,5.8
1661,156,0,40.577961,-73.961806,0,0,0,30.09,80.1,8.1
2090,160,0,40.577961,-73.961806,0,0,0,30.04,80.1,5.8
2870,164,0,40.577961,-73.961806,0,0,0,30.06,75.9,4.6
941,0,1,40.577961,-73.961806,0,0,0,30.07,75,6.9
175,4,1,40.577961,-73.961806,0,0,0,30.03,73,6.9
117,8,1,40.577961,-73.961806,0,0,0,30.08,71.1,6.9
1863,12,1,40.577961,-73.961806,0,0,0,30.09,81,0
2354,16,1,40.577961,-73.961806,0,0,0,30.06,86,3.5
7377,20,1,40.577961,-73.961806,0,0,0,30.09,84,3.5
1973,24,1,40.577961,-73.961806,0,0,0,30.12,79,4.6
171,28,1,40.577961,-73.961806,0,0,0,30.14,73.9,3.5
863,32,1,40.577961,-73.961806,0,0,0,30.19,78.1,8.1
1239,36,1,40.577961,-73.961806,0,0,0,30.19,84.9,10.4
1573,40,1,40.577961,-73.961806,0,0,0,30.16,81,8.1
9546,44,1,40.577961,-73.961806,0,0,0,30.17,73,4.6
5081,144,0,40.779485,-73.955541,0,0,0,30.23,55,4.6
837,148,0,40.779485,-73.955541,0,0,0,30.25,52,0
152,152,0,40.779485,-73.955541,0,0,0,30.29,57.9,8.1
4202,156,0,40.779485,-73.955541,0,0,0,30.28,69.1,0
7469,160,0,40.779485,-73.955541,0,0,0,30.25,60.1,8.1
6066,164,0,40.779485,-73.955541,0,0,0,30.28,52,6.9
2820,0,1,40.779485,-73.955541,0,0,0,30.31,51.1,4.6
396,4,1,40.779485,-73.955541,0,0,0,30.26,52,8.1
4303,8,1,40.779485,-73.955541,0,0,0,30.3,53.1,6.9
7802,12,1,40.779485,-73.955541,0,0,0,30.24,57,8.1
2288,16,1,40.779485,-73.955541,0,0,0,30.15,61,3.5
11751,20,1,40.779485,-73.955541,0,0,0,30.15,57.9,4.6
8389,24,1,40.779485,-73.955541,0,0,0,30.14,55.9,3.5
482,28,1,40.779485,-73.955541,0,0,0,30.12,55,6.9
2886,32,1,40.779485,-73.955541,0,0,0,30.12,59,4.6
17573,36,1,40.779485,-73.955541,0,0,0,30.07,71.1,8.1
10125,40,1,40.779485,-73.955541,0,0,0,29.97,66.9,4.6
14751,44,1,40.779485,-73.955541,0,0,0,29.95,63,9.2
4721,48,1,40.779485,-73.955541,0,0,0,29.94,64,0
373,52,1,40.779485,-73.955541,0,0,0,29.91,62.1,0
3282,56,1,40.779485,-73.955541,0,1,0.08,29.98,53.6,5.8
5750,60,1,40.779485,-73.955541,0,1,0.03,29.96,50,4.6
3905,64,1,40.779485,-73.955541,0,0,0,29.98,48.2,5.8
11383,68,1,40.779485,-73.955541,0,0,0,30.02,50,12.7
13543,72,1,40.779485,-73.955541,0,0,0,30.01,48.9,5.8
6158,76,1,40.779485,-73.955541,0,0,0,29.99,46.9,4.6
2009,80,1,40.779485,-73.955541,0,0,0,29.98,52,8.1
18881,84,1,40.779485,-73.955541,0,0,0,29.93,62.1,12.7
9656,88,1,40.779485,-73.955541,0,0,0,29.89,63,10.4
15064,92,1,40.779485,-73.955541,0,0,0,29.94,59,4.6
5257,96,1,40.779485,-73.955541,0,0,0,29.97,53.1,3.5
305,100,1,40.779485,-73.955541,0,0,0,29.96,52,4.6
3141,104,1,40.779485,-73.955541,0,0,0,29.99,57.9,3.5
16123,108,1,40.779485,-73.955541,0,0,0,29.94,68,8.1
10094,112,1,40.779485,-73.955541,0,0,0,29.86,68,6.9
14828,116,1,40.779485,-73.955541,0,0,0,29.86,63,6.9
6251,120,0,40.779485,-73.955541,0,0,0,29.87,59,4.6
796,124,0,40.779485,-73.955541,0,0,0,29.83,55.9,3.5
726,128,0,40.779485,-73.955541,0,0,0,29.86,60.1,5.8
4958,132,0,40.779485,-73.955541,0,0,0,29.82,68,5.8
9150,136,0,40.779485,-73.955541,0,0,0,29.81,66.9,4.6
9551,140,0,40.779485,-73.955541,0,0,0,29.86,60.1,4.6
5055,144,0,40.779485,-73.955541,0,0,0,29.87,57,6.9
747,148,0,40.779485,-73.955541,0,0,0,29.88,54,6.9
243,152,0,40.779485,-73.955541,0,0,0,29.9,59,4.6
3898,156,0,40.779485,-73.955541,0,0,0,29.88,71.1,3.5
6882,160,0,40.779485,-73.955541,0,0,0,29.85,71.1,5.8
6062,164,0,40.779485,-73.955541,0,0,0,29.93,64.9,9.2
2630,0,1,40.779485,-73.955541,0,0,0,29.96,59,0
331,4,1,40.779485,-73.955541,0,0,0,29.95,55.9,3.5
4370,8,1,40.779485,-73.955541,0,0,0,30.01,57.9,5.8
15026,12,1,40.779485,-73.955541,0,0,0,29.94,66.9,8.1
8408,16,1,40.779485,-73.955541,0,0,0,29.88,70,15
13620,20,1,40.779485,-73.955541,0,0,0,29.93,64,5.8
4422,24,1,40.779485,-73.955541,0,0,0,29.94,57.9,5.8
409,28,1,40.779485,-73.955541,0,0,0,29.96,55,4.6
250,32,1,40.779485,-73.955541,0,0,0,30.01,60.1,5.8
12718,36,1,40.779485,-73.955541,0,0,0,29.96,71.1,9.2
16114,40,1,40.779485,-73.955541,0,0,0,29.94,73.9,8.1
16529,44,1,40.779485,-73.955541,0,0,0,30,55.9,0
4897,48,1,40.779485,-73.955541,0,0,0,30.06,54,0
555,52,1,40.779485,-73.955541,0,0,0,30.04,52,0
486,56,1,40.779485,-73.955541,0,0,0,30.09,57.9,10.4
20392,60,1,40.779485,-73.955541,0,0,0,30.08,63,6.9
9567,64,1,40.779485,-73.955541,0,0,0,30.05,70,8.1
15177,68,1,40.779485,-73.955541,0,0,0,30.08,61,4.6
4829,72,1,40.779485,-73.955541,0,0,0,30.08,57,0
531,76,1,40.779485,-73.955541,0,0,0,30.09,57.9,0
2587,80,1,40.779485,-73.955541,0,0,0,30.08,60.1,8.1
18334,84,1,40.779485,-73.955541,0,0,0,30.02,71.1,3.5
9666,88,1,40.779485,-73.955541,0,0,0,29.99,63,9.2
15485,92,1,40.779485,-73.955541,0,0,0,30.04,54,9.2
5030,96,1,40.779485,-73.955541,0,0,0,30.03,52,0
581,100,1,40.779485,-73.955541,0,0,0,29.99,54,3.5
247,104,1,40.779485,-73.955541,0,0,0,29.98,57.9,0
18763,108,1,40.779485,-73.955541,0,0,0,29.96,62.1,4.6
9823,112,1,40.779485,-73.955541,0,0,0,29.87,64,4.6
14633,116,1,40.779485,-73.955541,0,0,0,29.88,57.9,3.5
6219,120,0,40.779485,-73.955541,0,0,0,29.87,57.9,0
765,124,0,40.779485,-73.955541,0,0,0,29.85,57.9,3.5
495,128,0,40.779485,-73.955541,0,0,0,29.89,60.8,4.6
5187,132,0,40.779485,-73.955541,0,0,0,29.85,62.1,5.8
9092,136,0,40.779485,-73.955541,0,0,0,29.79,62.1,9.2
10010,140,0,40.779485,-73.955541,0,0,0,29.8,59,4.6
4927,144,0,40.779485,-73.955541,0,0,0,29.74,59,6.9
725,148,0,40.779485,-73.955541,0,1,0.07,29.73,59,5.8
255,152,0,40.779485,-73.955541,0,1,0.06,29.66,59,0
2920,156,0,40.779485,-73.955541,0,0,0,29.63,62.6,0
6484,160,0,40.779485,-73.955541,0,0,0,29.56,66.9,4.6
7670,164,0,40.779485,-73.955541,0,0,0,29.62,62.6,4.6
2979,0,1,40.779485,-73.955541,0,0,0,29.64,60.8,5.8
895,4,1,40.779485,-73.955541,0,0,0,29.62,62.6,6.9
2230,8,1,40.779485,-73.955541,0,1,0.02,29.7,55.4,10.4
18137,12,1,40.779485,-73.955541,0,0,0,29.75,61,12.7
9352,16,1,40.779485,-73.955541,0,0,0,29.76,55.9,6.9
13717,20,1,40.779485,-73.955541,0,0,0,29.82,54,12.7
4181,24,1,40.779485,-73.955541,0,1,0.21,29.93,53.6,17.3
434,28,1,40.779485,-73.955541,0,1,0.21,29.93,53.6,17.3
2715,32,1,40.779485,-73.955541,0,1,0.21,29.93,53.6,17.3
18387,36,1,40.779485,-73.955541,0,0,0,29.91,55.9,10.4
10010,40,1,40.779485,-73.955541,0,0,0,29.93,59,8.1
15513,44,1,40.779485,-73.955541,0,0,0,29.95,57,9.2
4624,48,1,40.779485,-73.955541,0,1,0.02,29.97,53.6,17.3
479,52,1,40.779485,-73.955541,0,0,0.01,29.94,55.9,9.2
3095,56,1,40.779485,-73.955541,0,0,0,30.01,57.2,5.8
18297,60,1,40.779485,-73.955541,0,0,0,29.99,64,9.2
9995,64,1,40.779485,-73.955541,0,1,0.15,29.99,60.8,8.1
15305,68,1,40.779485,-73.955541,0,0,0,29.98,60.8,6.9
4498,72,1,40.779485,-73.955541,0,1,0.06,29.98,59,6.9
474,76,1,40.779485,-73.955541,0,0,0,30,60.8,0
2911,80,1,40.779485,-73.955541,0,0,0,30.04,62.6,4.6
17867,84,1,40.779485,-73.955541,0,0,0,30.01,73,3.5
9965,88,1,40.779485,-73.955541,0,0,0,30,69.8,5.8
15988,92,1,40.779485,-73.955541,0,0,0,29.97,64,5.8
5307,96,1,40.779485,-73.955541,0,0,0,29.96,60.1,0
656,100,1,40.779485,-73.955541,0,0,0,29.97,57.2,0
224,104,1,40.779485,-73.955541,0,0,0,29.99,60.8,0
19282,108,1,40.779485,-73.955541,0,1,0.01,29.97,60.8,0
11668,112,1,40.779485,-73.955541,0,1,0.01,29.95,62.6,0
16143,116,1,40.779485,-73.955541,0,0,0,29.93,59,0
6322,120,0,40.779485,-73.955541,0,0,0,29.94,57.9,0
800,124,0,40.779485,-73.955541,0,0,0,29.95,55.4,0
309,128,0,40.779485,-73.955541,0,0,0,29.96,62.1,0
5527,132,0,40.779485,-73.955541,0,0,0,29.96,73,5.8
9010,136,0,40.779485,-73.955541,0,0,0,29.93,73,3.5
9688,140,0,40.779485,-73.955541,0,0,0,30,60.8,0
5442,144,0,40.779485,-73.955541,0,0,0,30.06,57.2,0
863,148,0,40.779485,-73.955541,0,0,0,30.08,57.9,5.8
267,152,0,40.779485,-73.955541,0,0,0,30.17,57,4.6
3567,156,0,40.779485,-73.955541,0,0,0,30.17,55.9,8.1
7716,160,0,40.779485,-73.955541,0,0,0,30.17,55,5.8
7265,164,0,40.779485,-73.955541,0,0,0,30.14,54,4.6
2868,0,1,40.779485,-73.955541,0,0,0,30.14,55,5.8
250,4,1,40.779485,-73.955541,0,0,0,30.11,57,5.8
1836,8,1,40.779485,-73.955541,0,0,0,30.06,60.1,6.9
18561,12,1,40.779485,-73.955541,0,0,0,30.02,61,8.1
9177,16,1,40.779485,-73.955541,0,0,0,29.89,64.9,8.1
1352,20,1,40.779485,-73.955541,0,0,0,29.83,63,9.2
10699,24,1,40.779485,-73.955541,0,0,0,29.81,66.2,4.6
6478,28,1,40.779485,-73.955541,0,0,0,29.78,68,3.5
2293,32,1,40.779485,-73.955541,0,0,0,29.8,69.8,5.8
18642,36,1,40.779485,-73.955541,0,0,0,29.76,79,8.1
9706,40,1,40.779485,-73.955541,0,0,0,29.76,80.1,9.2
15328,44,1,40.779485,-73.955541,0,0,0,29.79,77,0
4925,48,1,40.779485,-73.955541,0,0,0,29.84,72,3.5
489,52,1,40.779485,-73.955541,0,0,0,29.86,66.9,5.8
3872,56,1,40.779485,-73.955541,0,0,0,29.93,70,3.5
9807,60,1,40.779485,-73.955541,0,0,0,29.93,81,4.6
7308,64,1,40.779485,-73.955541,0,0,0,29.91,79,9.2
5053,68,1,40.779485,-73.955541,0,0,0,29.92,70,4.6
2990,72,1,40.779485,-73.955541,0,0,0,29.94,66.9,4.6
5044,76,1,40.779485,-73.955541,0,0,0,29.93,64.9,4.6
4632,80,1,40.779485,-73.955541,1,0,0,29.95,69.1,6.9
13635,84,1,40.779485,-73.955541,1,0,0,29.91,73.9,10.4
13912,88,1,40.779485,-73.955541,1,0,0,29.89,71.6,10.4
17702,92,1,40.779485,-73.955541,1,0,0,29.86,69.1,8.1
5265,96,1,40.779485,-73.955541,0,0,0,29.92,66.9,0
562,100,1,40.779485,-73.955541,0,0,0,29.95,64.4,0
465,104,1,40.779485,-73.955541,1,0,0,29.99,71.1,5.8
17004,108,1,40.779485,-73.955541,1,0,0,29.96,82,8.1
10636,112,1,40.779485,-73.955541,0,0,0,29.91,81,6.9
15159,116,1,40.779485,-73.955541,0,0,0,29.96,72,5.8
5641,120,0,40.779485,-73.955541,0,0,0,29.98,71.1,0
789,124,0,40.779485,-73.955541,0,0,0,29.98,69.1,0
281,128,0,40.779485,-73.955541,0,0,0,30.04,73,0
4588,132,0,40.779485,-73.955541,0,0,0,30.02,82,4.6
7820,136,0,40.779485,-73.955541,0,0,0,30.03,77,6.9
8068,140,0,40.779485,-73.955541,0,0,0,30.05,72,6.9
4373,144,0,40.779485,-73.955541,0,0,0,30.06,71.1,9.2
787,148,0,40.779485,-73.955541,0,0,0,30.07,68,3.5
155,152,0,40.779485,-73.955541,1,0,0,30.12,72,5.8
3623,156,0,40.779485,-73.955541,0,0,0,30.09,80.1,8.1
6590,160,0,40.779485,-73.955541,0,0,0,30.04,80.1,5.8
6318,164,0,40.779485,-73.955541,0,0,0,30.06,75.9,4.6
3043,0,1,40.779485,-73.955541,0,0,0,30.07,75,6.9
485,4,1,40.779485,-73.955541,0,0,0,30.03,73,6.9
288,8,1,40.779485,-73.955541,0,0,0,30.08,71.1,6.9
3152,12,1,40.779485,-73.955541,0,0,0,30.09,81,0
5964,16,1,40.779485,-73.955541,0,0,0,30.06,86,3.5
6824,20,1,40.779485,-73.955541,0,0,0,30.09,84,3.5
2771,24,1,40.779485,-73.955541,0,0,0,30.12,79,4.6
360,28,1,40.779485,-73.955541,0,0,0,30.14,73.9,3.5
3434,32,1,40.779485,-73.955541,0,0,0,30.19,78.1,8.1
16116,36,1,40.779485,-73.955541,0,0,0,30.19,84.9,10.4
9222,40,1,40.779485,-73.955541,0,0,0,30.16,81,8.1
14809,44,1,40.779485,-73.955541,0,0,0,30.17,73,4.6
1135,144,0,40.795066,-73.944297,0,0,0,30.23,55,4.6
286,148,0,40.795066,-73.944297,0,0,0,30.25,52,0
376,152,0,40.795066,-73.944297,0,0,0,30.29,57.9,8.1
1666,156,0,40.795066,-73.944297,0,0,0,30.28,69.1,0
1756,160,0,40.795066,-73.944297,0,0,0,30.25,60.1,8.1
1531,164,0,40.795066,-73.944297,0,0,0,30.28,52,6.9
786,0,1,40.795066,-73.944297,0,0,0,30.31,51.1,4.6
171,4,1,40.795066,-73.944297,0,0,0,30.26,52,8.1
1612,8,1,40.795066,-73.944297,0,0,0,30.3,53.1,6.9
4100,12,1,40.795066,-73.944297,0,0,0,30.24,57,8.1
2489,16,1,40.795066,-73.944297,0,0,0,30.15,61,3.5
2802,20,1,40.795066,-73.944297,0,0,0,30.15,57.9,4.6
875,24,1,40.795066,-73.944297,0,0,0,30.14,55.9,3.5
127,28,1,40.795066,-73.944297,0,0,0,30.12,55,6.9
453,32,1,40.795066,-73.944297,0,0,0,30.12,59,4.6
5444,36,1,40.795066,-73.944297,0,0,0,30.07,71.1,8.1
2564,40,1,40.795066,-73.944297,0,0,0,29.97,66.9,4.6
2910,44,1,40.795066,-73.944297,0,0,0,29.95,63,9.2
1025,48,1,40.795066,-73.944297,0,0,0,29.94,64,0
145,52,1,40.795066,-73.944297,0,0,0,29.91,62.1,0
5901,60,1,40.795066,-73.944297,0,1,0.03,29.96,50,4.6
2643,64,1,40.795066,-73.944297,0,0,0,29.98,48.2,5.8
2779,68,1,40.795066,-73.944297,0,0,0,30.02,50,12.7
882,72,1,40.795066,-73.944297,0,0,0,30.01,48.9,5.8
167,76,1,40.795066,-73.944297,0,0,0,29.99,46.9,4.6
1670,80,1,40.795066,-73.944297,0,0,0,29.98,52,8.1
4340,84,1,40.795066,-73.944297,0,0,0,29.93,62.1,12.7
2586,88,1,40.795066,-73.944297,0,0,0,29.89,63,10.4
3099,92,1,40.795066,-73.944297,0,0,0,29.94,59,4.6
1113,96,1,40.795066,-73.944297,0,0,0,29.97,53.1,3.5
193,100,1,40.795066,-73.944297,0,0,0,29.96,52,4.6
1554,104,1,40.795066,-73.944297,0,0,0,29.99,57.9,3.5
4151,108,1,40.795066,-73.944297,0,0,0,29.94,68,8.1
2800,112,1,40.795066,-73.944297,0,0,0,29.86,68,6.9
3092,116,1,40.795066,-73.944297,0,0,0,29.86,63,6.9
1270,120,0,40.795066,-73.944297,0,0,0,29.87,59,4.6
274,124,0,40.795066,-73.944297,0,0,0,29.83,55.9,3.5
61,128,0,40.795066,-73.944297,0,0,0,29.86,60.1,5.8
2695,132,0,40.795066,-73.944297,0,0,0,29.82,68,5.8
2183,136,0,40.795066,-73.944297,0,0,0,29.81,66.9,4.6
1908,140,0,40.795066,-73.944297,0,0,0,29.86,60.1,4.6
1164,144,0,40.795066,-73.944297,0,0,0,29.87,57,6.9
344,148,0,40.795066,-73.944297,0,0,0,29.88,54,6.9
1933,156,0,40.795066,-73.944297,0,0,0,29.88,71.1,3.5
1805,160,0,40.795066,-73.944297,0,0,0,29.85,71.1,5.8
1423,164,0,40.795066,-73.944297,0,0,0,29.93,64.9,9.2
738,0,1,40.795066,-73.944297,0,0,0,29.96,59,0
166,4,1,40.795066,-73.944297,0,0,0,29.95,55.9,3.5
1148,8,1,40.795066,-73.944297,0,0,0,30.01,57.9,5.8
4530,12,1,40.795066,-73.944297,0,0,0,29.94,66.9,8.1
2515,16,1,40.795066,-73.944297,0,0,0,29.88,70,15
2836,20,1,40.795066,-73.944297,0,0,0,29.93,64,5.8
938,24,1,40.795066,-73.944297,0,0,0,29.94,57.9,5.8
129,28,1,40.795066,-73.944297,0,0,0,29.96,55,4.6
1897,32,1,40.795066,-73.944297,0,0,0,30.01,60.1,5.8
4003,36,1,40.795066,-73.944297,0,0,0,29.96,71.1,9.2
2607,40,1,40.795066,-73.944297,0,0,0,29.94,73.9,8.1
3150,44,1,40.795066,-73.944297,0,0,0,30,55.9,0
1090,48,1,40.795066,-73.944297,0,0,0,30.06,54,0
143,52,1,40.795066,-73.944297,0,0,0,30.04,52,0
332,56,1,40.795066,-73.944297,0,0,0,30.09,57.9,10.4
5510,60,1,40.795066,-73.944297,0,0,0,30.08,63,6.9
2764,64,1,40.795066,-73.944297,0,0,0,30.05,70,8.1
2871,68,1,40.795066,-73.944297,0,0,0,30.08,61,4.6
995,72,1,40.795066,-73.944297,0,0,0,30.08,57,0
160,76,1,40.795066,-73.944297,0,0,0,30.09,57.9,0
5848,84,1,40.795066,-73.944297,0,0,0,30.02,71.1,3.5
2604,88,1,40.795066,-73.944297,0,0,0,29.99,63,9.2
3099,92,1,40.795066,-73.944297,0,0,0,30.04,54,9.2
1044,96,1,40.795066,-73.944297,0,0,0,30.03,52,0
142,100,1,40.795066,-73.944297,0,0,0,29.99,54,3.5
952,104,1,40.795066,-73.944297,0,0,0,29.98,57.9,0
4684,108,1,40.795066,-73.944297,0,0,0,29.96,62.1,4.6
2743,112,1,40.795066,-73.944297,0,0,0,29.87,64,4.6
3106,116,1,40.795066,-73.944297,0,0,0,29.88,57.9,3.5
1219,120,0,40.795066,-73.944297,0,0,0,29.87,57.9,0
224,124,0,40.795066,-73.944297,0,0,0,29.85,57.9,3.5
553,128,0,40.795066,-73.944297,0,0,0,29.89,60.8,4.6
2180,132,0,40.795066,-73.944297,0,0,0,29.85,62.1,5.8
2090,136,0,40.795066,-73.944297,0,0,0,29.79,62.1,9.2
1874,140,0,40.795066,-73.944297,0,0,0,29.8,59,4.6
1094,144,0,40.795066,-73.944297,0,0,0,29.74,59,6.9
238,148,0,40.795066,-73.944297,0,1,0.07,29.73,59,5.8
201,152,0,40.795066,-73.944297,0,1,0.06,29.66,59,0
1671,156,0,40.795066,-73.944297,0,0,0,29.63,62.6,0
1167,160,0,40.795066,-73.944297,0,0,0,29.56,66.9,4.6
831,164,0,40.795066,-73.944297,0,0,0,29.62,62.6,4.6
1747,0,1,40.795066,-73.944297,0,0,0,29.64,60.8,5.8
146,4,1,40.795066,-73.944297,0,0,0,29.62,62.6,6.9
1602,8,1,40.795066,-73.944297,0,1,0.02,29.7,55.4,10.4
4119,12,1,40.795066,-73.944297,0,0,0,29.75,61,12.7
2586,16,1,40.795066,-73.944297,0,0,0,29.76,55.9,6.9
2769,20,1,40.795066,-73.944297,0,0,0,29.82,54,12.7
846,24,1,40.795066,-73.944297,0,1,0.21,29.93,53.6,17.3
115,28,1,40.795066,-73.944297,0,1,0.21,29.93,53.6,17.3
175,32,1,40.795066,-73.944297,0,1,0.21,29.93,53.6,17.3
5421,36,1,40.795066,-73.944297,0,0,0,29.91,55.9,10.4
2549,40,1,40.795066,-73.944297,0,0,0,29.93,59,8.1
2700,44,1,40.795066,-73.944297,0,0,0,29.95,57,9.2
992,48,1,40.795066,-73.944297,0,1,0.02,29.97,53.6,17.3
132,52,1,40.795066,-73.944297,0,0,0.01,29.94,55.9,9.2
1778,56,1,40.795066,-73.944297,0,0,0,30.01,57.2,5.8
4046,60,1,40.795066,-73.944297,0,0,0,29.99,64,9.2
2747,64,1,40.795066,-73.944297,0,1,0.15,29.99,60.8,8.1
2582,68,1,40.795066,-73.944297,0,0,0,29.98,60.8,6.9
866,72,1,40.795066,-73.944297,0,1,0.06,29.98,59,6.9
135,76,1,40.795066,-73.944297,0,0,0,30,60.8,0
452,80,1,40.795066,-73.944297,0,0,0,30.04,62.6,4.6
5219,84,1,40.795066,-73.944297,0,0,0,30.01,73,3.5
2644,88,1,40.795066,-73.944297,0,0,0,30,69.8,5.8
2920,92,1,40.795066,-73.944297,0,0,0,29.97,64,5.8
1152,96,1,40.795066,-73.944297,0,0,0,29.96,60.1,0
143,100,1,40.795066,-73.944297,0,0,0,29.97,57.2,0
465,104,1,40.795066,-73.944297,0,0,0,29.99,60.8,0
5125,108,1,40.795066,-73.944297,0,1,0.01,29.97,60.8,0
2137,112,1,40.795066,-73.944297,0,1,0.01,29.95,62.6,0
2311,116,1,40.795066,-73.944297,0,0,0,29.93,59,0
2486,120,0,40.795066,-73.944297,0,0,0,29.94,57.9,0
242,124,0,40.795066,-73.944297,0,0,0,29.95,55.4,0
1933,132,0,40.795066,-73.944297,0,0,0,29.96,73,5.8
1531,136,0,40.795066,-73.944297,0,0,0,29.93,73,3.5
3234,140,0,40.795066,-73.944297,0,0,0,30,60.8,0
1214,144,0,40.795066,-73.944297,0,0,0,30.06,57.2,0
229,148,0,40.795066,-73.944297,0,0,0,30.08,57.9,5.8
355,152,0,40.795066,-73.944297,0,0,0,30.17,57,4.6
1595,156,0,40.795066,-73.944297,0,0,0,30.17,55.9,8.1
1686,160,0,40.795066,-73.944297,0,0,0,30.17,55,5.8
1391,164,0,40.795066,-73.944297,0,0,0,30.14,54,4.6
730,0,1,40.795066,-73.944297,0,0,0,30.14,55,5.8
145,4,1,40.795066,-73.944297,0,0,0,30.11,57,5.8
1818,8,1,40.795066,-73.944297,0,0,0,30.06,60.1,6.9
3737,12,1,40.795066,-73.944297,0,0,0,30.02,61,8.1
2503,16,1,40.795066,-73.944297,0,0,0,29.89,64.9,8.1
2829,20,1,40.795066,-73.944297,0,0,0,29.83,63,9.2
900,24,1,40.795066,-73.944297,0,0,0,29.81,66.2,4.6
172,28,1,40.795066,-73.944297,0,0,0,29.78,68,3.5
795,32,1,40.795066,-73.944297,0,0,0,29.8,69.8,5.8
4951,36,1,40.795066,-73.944297,0,0,0,29.76,79,8.1
2646,40,1,40.795066,-73.944297,0,0,0,29.76,80.1,9.2
2943,44,1,40.795066,-73.944297,0,0,0,29.79,77,0
1128,48,1,40.795066,-73.944297,0,0,0,29.84,72,3.5
179,52,1,40.795066,-73.944297,0,0,0,29.86,66.9,5.8
5912,60,1,40.795066,-73.944297,0,0,0,29.93,81,4.6
2570,64,1,40.795066,-73.944297,0,0,0,29.91,79,9.2
2943,68,1,40.795066,-73.944297,0,0,0,29.92,70,4.6
1090,72,1,40.795066,-73.944297,0,0,0,29.94,66.9,4.6
196,76,1,40.795066,-73.944297,0,0,0,29.93,64.9,4.6
904,80,1,40.795066,-73.944297,1,0,0,29.95,69.1,6.9
4808,84,1,40.795066,-73.944297,1,0,0,29.91,73.9,10.4
2660,88,1,40.795066,-73.944297,1,0,0,29.89,71.6,10.4
3024,92,1,40.795066,-73.944297,1,0,0,29.86,69.1,8.1
1194,96,1,40.795066,-73.944297,0,0,0,29.92,66.9,0
